Timestep;Y;M;D;H;AvgOfCorrectedUpscaled;AvgOfMonitoredCapacity;capacity_factor
619;2015;2;14;18;0;2915.88;0
620;2015;2;14;19;0;2915.88;0
621;2015;2;14;20;0;2915.88;0
622;2015;2;14;21;0;2915.88;0
623;2015;2;14;22;0;2915.88;0
624;2015;2;14;23;0;2915.88;0
625;2015;2;15;0;0;2915.88;0
626;2015;2;15;1;0;2915.88;0
627;2015;2;15;2;0;2915.88;0
628;2015;2;15;3;0;2915.88;0
629;2015;2;15;4;0;2915.88;0
630;2015;2;15;5;0;2915.88;0
631;2015;2;15;6;0;2915.88;0
632;2015;2;15;7;0;2915.88;0
633;2015;2;15;8;66.81;2915.88;0.022912466
634;2015;2;15;9;391.9;2915.88;0.134401964
635;2015;2;15;10;831.48;2915.88;0.285155768
636;2015;2;15;11;1196;2915.88;0.410167771
637;2015;2;15;12;1409.62;2915.88;0.483428673
638;2015;2;15;13;1497.52;2915.88;0.513573947
639;2015;2;15;14;1366.48;2915.88;0.468633826
640;2015;2;15;15;1029.31;2915.88;0.353001495
641;2015;2;15;16;547.14;2915.88;0.187641467
642;2015;2;15;17;121.91;2915.88;0.041808991
643;2015;2;15;18;0;2915.88;0
644;2015;2;15;19;0;2915.88;0
645;2015;2;15;20;0;2915.88;0
646;2015;2;15;21;0;2915.88;0
647;2015;2;15;22;0;2915.88;0
648;2015;2;15;23;0;2915.88;0
649;2015;2;16;0;0;2915.88;0
650;2015;2;16;1;0;2915.88;0
651;2015;2;16;2;0;2915.88;0
652;2015;2;16;3;0;2915.88;0
653;2015;2;16;4;0;2915.88;0
654;2015;2;16;5;0;2915.88;0
655;2015;2;16;6;0;2915.88;0
656;2015;2;16;7;0;2915.88;0
657;2015;2;16;8;48.6;2915.88;0.016667353
658;2015;2;16;9;306.83;2915.88;0.105227238
659;2015;2;16;10;633.07;2915.88;0.217111129
660;2015;2;16;11;837.69;2915.88;0.287285485
661;2015;2;16;12;910.29;2915.88;0.312183629
662;2015;2;16;13;860.52;2915.88;0.295115025
663;2015;2;16;14;751.98;2915.88;0.257891271
664;2015;2;16;15;561.17;2915.88;0.19245305
665;2015;2;16;16;261.63;2915.88;0.089725915
666;2015;2;16;17;51.03;2915.88;0.01750072
667;2015;2;16;18;0;2915.88;0
668;2015;2;16;19;0;2915.88;0
669;2015;2;16;20;0;2915.88;0
670;2015;2;16;21;0;2915.88;0
671;2015;2;16;22;0;2915.88;0
672;2015;2;16;23;0;2915.88;0
673;2015;2;17;0;0;2915.88;0
674;2015;2;17;1;0;2915.88;0
675;2015;2;17;2;0;2915.88;0
676;2015;2;17;3;0;2915.88;0
677;2015;2;17;4;0;2915.88;0
678;2015;2;17;5;0;2915.88;0
679;2015;2;17;6;0;2915.88;0
680;2015;2;17;7;0;2915.88;0
681;2015;2;17;8;6.72;2915.88;0.002304622
682;2015;2;17;9;48.37;2915.88;0.016588474
683;2015;2;17;10;86.71;2915.88;0.029737163
684;2015;2;17;11;219.74;2915.88;0.075359754
685;2015;2;17;12;376.19;2915.88;0.129014226
686;2015;2;17;13;499.87;2915.88;0.171430237
687;2015;2;17;14;524.21;2915.88;0.179777631
688;2015;2;17;15;510.38;2915.88;0.175034638
689;2015;2;17;16;322.88;2915.88;0.11073158
690;2015;2;17;17;94.56;2915.88;0.032429318
691;2015;2;17;18;0.14;2915.88;4.80129E-05
692;2015;2;17;19;0;2915.88;0
693;2015;2;17;20;0;2915.88;0
694;2015;2;17;21;0;2915.88;0
695;2015;2;17;22;0;2915.88;0
696;2015;2;17;23;0;2915.88;0
697;2015;2;18;0;0;2915.88;0
698;2015;2;18;1;0;2915.88;0
699;2015;2;18;2;0;2915.88;0
700;2015;2;18;3;0;2915.88;0
701;2015;2;18;4;0;2915.88;0
702;2015;2;18;5;0;2915.88;0
703;2015;2;18;6;0;2915.88;0
704;2015;2;18;7;0;2915.88;0
705;2015;2;18;8;43.11;2915.88;0.014784559
706;2015;2;18;9;244.65;2915.88;0.08390263
707;2015;2;18;10;487.16;2915.88;0.167071347
708;2015;2;18;11;641.73;2915.88;0.220081073
709;2015;2;18;12;704.48;2915.88;0.241601163
710;2015;2;18;13;785.96;2915.88;0.2695447
711;2015;2;18;14;841.41;2915.88;0.288561258
712;2015;2;18;15;738.68;2915.88;0.253330041
713;2015;2;18;16;466.98;2915.88;0.160150623
714;2015;2;18;17;132.27;2915.88;0.045361949
715;2015;2;18;18;0.92;2915.88;0.000315514
716;2015;2;18;19;0;2915.88;0
717;2015;2;18;20;0;2915.88;0
718;2015;2;18;21;0;2915.88;0
719;2015;2;18;22;0;2915.88;0
720;2015;2;18;23;0;2915.88;0
721;2015;2;19;0;0;2915.88;0
722;2015;2;19;1;0;2915.88;0
723;2015;2;19;2;0;2915.88;0
724;2015;2;19;3;0;2915.88;0
725;2015;2;19;4;0;2915.88;0
726;2015;2;19;5;0;2915.88;0
727;2015;2;19;6;0;2915.88;0
728;2015;2;19;7;0;2915.88;0
729;2015;2;19;8;48.99;2915.88;0.016801103
730;2015;2;19;9;326.08;2915.88;0.111829019
731;2015;2;19;10;746.64;2915.88;0.25605992
732;2015;2;19;11;1084.89;2915.88;0.372062636
733;2015;2;19;12;1163.7;2915.88;0.399090498
734;2015;2;19;13;957.69;2915.88;0.328439442
735;2015;2;19;14;723.83;2915.88;0.248237239
736;2015;2;19;15;451.82;2915.88;0.154951507
737;2015;2;19;16;236.63;2915.88;0.081152174
738;2015;2;19;17;67.85;2915.88;0.023269133
739;2015;2;19;18;0.33;2915.88;0.000113173
740;2015;2;19;19;0;2915.88;0
741;2015;2;19;20;0;2915.88;0
742;2015;2;19;21;0;2915.88;0
743;2015;2;19;22;0;2915.88;0
744;2015;2;19;23;0;2915.88;0
745;2015;2;20;0;0;2915.88;0
746;2015;2;20;1;0;2915.88;0
747;2015;2;20;2;0;2915.88;0
748;2015;2;20;3;0;2915.88;0
749;2015;2;20;4;0;2915.88;0
750;2015;2;20;5;0;2915.88;0
751;2015;2;20;6;0;2915.88;0
752;2015;2;20;7;0;2915.88;0
753;2015;2;20;8;10.62;2915.88;0.003642125
754;2015;2;20;9;69.98;2915.88;0.023999616
755;2015;2;20;10;112.75;2915.88;0.038667572
756;2015;2;20;11;137.47;2915.88;0.047145287
757;2015;2;20;12;161.55;2915.88;0.055403515
758;2015;2;20;13;163.95;2915.88;0.056226594
759;2015;2;20;14;134.31;2915.88;0.046061566
760;2015;2;20;15;122.27;2915.88;0.041932453
761;2015;2;20;16;74.6;2915.88;0.025584043
762;2015;2;20;17;14.27;2915.88;0.004893891
763;2015;2;20;18;0.03;2915.88;1.02885E-05
764;2015;2;20;19;0;2915.88;0
765;2015;2;20;20;0;2915.88;0
766;2015;2;20;21;0;2915.88;0
767;2015;2;20;22;0;2915.88;0
768;2015;2;20;23;0;2915.88;0
769;2015;2;21;0;0;2915.88;0
770;2015;2;21;1;0;2915.88;0
771;2015;2;21;2;0;2915.88;0
772;2015;2;21;3;0;2915.88;0
773;2015;2;21;4;0;2915.88;0
774;2015;2;21;5;0;2915.88;0
775;2015;2;21;6;0;2915.88;0
776;2015;2;21;7;0;2915.88;0
777;2015;2;21;8;56.14;2915.88;0.019253193
778;2015;2;21;9;264.15;2915.88;0.090590148
779;2015;2;21;10;575.04;2915.88;0.197209762
780;2015;2;21;11;746.14;2915.88;0.255888445
781;2015;2;21;12;835.21;2915.88;0.28643497
782;2015;2;21;13;791.55;2915.88;0.271461789
783;2015;2;21;14;587.11;2915.88;0.201349164
784;2015;2;21;15;372.18;2915.88;0.127638997
785;2015;2;21;16;190.06;2915.88;0.065181009
786;2015;2;21;17;46.95;2915.88;0.016101486
787;2015;2;21;18;1.28;2915.88;0.000438976
788;2015;2;21;19;0;2915.88;0
789;2015;2;21;20;0;2915.88;0
790;2015;2;21;21;0;2915.88;0
791;2015;2;21;22;0;2915.88;0
792;2015;2;21;23;0;2915.88;0
793;2015;2;22;0;0;2915.88;0
794;2015;2;22;1;0;2915.88;0
795;2015;2;22;2;0;2915.88;0
796;2015;2;22;3;0;2915.88;0
797;2015;2;22;4;0;2915.88;0
798;2015;2;22;5;0;2915.88;0
799;2015;2;22;6;0;2915.88;0
800;2015;2;22;7;0.03;2915.88;1.02885E-05
801;2015;2;22;8;68.81;2915.88;0.023598365
802;2015;2;22;9;370.42;2915.88;0.127035406
803;2015;2;22;10;727.53;2915.88;0.249506153
804;2015;2;22;11;976.62;2915.88;0.334931479
805;2015;2;22;12;1164.18;2915.88;0.399255113
806;2015;2;22;13;1254.73;2915.88;0.430309203
807;2015;2;22;14;1152.37;2915.88;0.395204878
808;2015;2;22;15;857.76;2915.88;0.294168484
809;2015;2;22;16;409.22;2915.88;0.140341852
810;2015;2;22;17;92.48;2915.88;0.031715983
811;2015;2;22;18;1.34;2915.88;0.000459553
812;2015;2;22;19;0;2915.88;0
813;2015;2;22;20;0;2915.88;0
814;2015;2;22;21;0;2915.88;0
815;2015;2;22;22;0;2915.88;0
816;2015;2;22;23;0;2915.88;0
817;2015;2;23;0;0;2915.88;0
818;2015;2;23;1;0;2915.88;0
819;2015;2;23;2;0;2915.88;0
820;2015;2;23;3;0;2915.88;0
821;2015;2;23;4;0;2915.88;0
822;2015;2;23;5;0;2915.88;0
823;2015;2;23;6;0;2915.88;0
824;2015;2;23;7;0;2915.88;0
825;2015;2;23;8;9;2915.88;0.003086547
826;2015;2;23;9;131.61;2915.88;0.045135602
827;2015;2;23;10;475.95;2915.88;0.163226882
828;2015;2;23;11;864.56;2915.88;0.296500542
829;2015;2;23;12;1168.89;2915.88;0.400870406
830;2015;2;23;13;1083.58;2915.88;0.371613372
831;2015;2;23;14;717.12;2915.88;0.245936047
832;2015;2;23;15;592.14;2915.88;0.203074201
833;2015;2;23;16;367.6;2915.88;0.126068288
834;2015;2;23;17;146.21;2915.88;0.050142667
835;2015;2;23;18;5.2;2915.88;0.001783338
836;2015;2;23;19;0;2915.88;0
837;2015;2;23;20;0;2915.88;0
838;2015;2;23;21;0;2915.88;0
839;2015;2;23;22;0;2915.88;0
840;2015;2;23;23;0;2915.88;0
841;2015;2;24;0;0;2915.88;0
842;2015;2;24;1;0;2915.88;0
843;2015;2;24;2;0;2915.88;0
844;2015;2;24;3;0;2915.88;0
845;2015;2;24;4;0;2915.88;0
846;2015;2;24;5;0;2915.88;0
847;2015;2;24;6;0;2915.88;0
848;2015;2;24;7;0.24;2915.88;8.23079E-05
849;2015;2;24;8;54.86;2915.88;0.018814217
850;2015;2;24;9;208.05;2915.88;0.071350673
851;2015;2;24;10;353.17;2915.88;0.121119525
852;2015;2;24;11;562.98;2915.88;0.193073789
853;2015;2;24;12;746.8;2915.88;0.256114792
854;2015;2;24;13;761.9;2915.88;0.261293332
855;2015;2;24;14;807.94;2915.88;0.277082733
856;2015;2;24;15;681.12;2915.88;0.23358986
857;2015;2;24;16;456.81;2915.88;0.156662826
858;2015;2;24;17;149.51;2915.88;0.051274401
859;2015;2;24;18;5.69;2915.88;0.001951383
860;2015;2;24;19;0;2915.88;0
861;2015;2;24;20;0;2915.88;0
862;2015;2;24;21;0;2915.88;0
863;2015;2;24;22;0;2915.88;0
864;2015;2;24;23;0;2915.88;0
865;2015;2;25;0;0;2915.88;0
866;2015;2;25;1;0;2915.88;0
867;2015;2;25;2;0;2915.88;0
868;2015;2;25;3;0;2915.88;0
869;2015;2;25;4;0;2915.88;0
870;2015;2;25;5;0;2915.88;0
871;2015;2;25;6;0;2915.88;0
872;2015;2;25;7;1.74;2915.88;0.000596732
873;2015;2;25;8;99.28;2915.88;0.03404804
874;2015;2;25;9;316.18;2915.88;0.108433818
875;2015;2;25;10;481.46;2915.88;0.165116534
876;2015;2;25;11;390.89;2915.88;0.134055585
877;2015;2;25;12;315.46;2915.88;0.108186894
878;2015;2;25;13;322.63;2915.88;0.110645843
879;2015;2;25;14;294.77;2915.88;0.101091266
880;2015;2;25;15;220.32;2915.88;0.075558665
881;2015;2;25;16;143.25;2915.88;0.049127536
882;2015;2;25;17;46.87;2915.88;0.01607405
883;2015;2;25;18;1.83;2915.88;0.000627598
884;2015;2;25;19;0;2915.88;0
885;2015;2;25;20;0;2915.88;0
886;2015;2;25;21;0;2915.88;0
887;2015;2;25;22;0;2915.88;0
888;2015;2;25;23;0;2915.88;0
889;2015;2;26;0;0;2915.88;0
890;2015;2;26;1;0;2915.88;0
891;2015;2;26;2;0;2915.88;0
892;2015;2;26;3;0;2915.88;0
893;2015;2;26;4;0;2915.88;0
894;2015;2;26;5;0;2915.88;0
895;2015;2;26;6;0;2915.88;0
896;2015;2;26;7;0.37;2915.88;0.000126891
897;2015;2;26;8;52.4;2915.88;0.017970561
898;2015;2;26;9;200.4;2915.88;0.068727108
899;2015;2;26;10;360.97;2915.88;0.123794532
900;2015;2;26;11;502.74;2915.88;0.172414503
901;2015;2;26;12;521.72;2915.88;0.178923687
902;2015;2;26;13;469.87;2915.88;0.161141748
903;2015;2;26;14;331.3;2915.88;0.113619216
904;2015;2;26;15;218.14;2915.88;0.074811035
905;2015;2;26;16;120.8;2915.88;0.041428317
906;2015;2;26;17;33.42;2915.88;0.011461377
907;2015;2;26;18;0.77;2915.88;0.000264071
908;2015;2;26;19;0;2915.88;0
909;2015;2;26;20;0;2915.88;0
910;2015;2;26;21;0;2915.88;0
911;2015;2;26;22;0;2915.88;0
912;2015;2;26;23;0;2915.88;0
913;2015;2;27;0;0;2915.88;0
914;2015;2;27;1;0;2915.88;0
915;2015;2;27;2;0;2915.88;0
916;2015;2;27;3;0;2915.88;0
917;2015;2;27;4;0;2915.88;0
918;2015;2;27;5;0;2915.88;0
919;2015;2;27;6;0;2915.88;0
920;2015;2;27;7;0.69;2915.88;0.000236635
921;2015;2;27;8;96.14;2915.88;0.032971179
922;2015;2;27;9;448.09;2915.88;0.153672305
923;2015;2;27;10;742.41;2915.88;0.254609243
924;2015;2;27;11;954.89;2915.88;0.327479183
925;2015;2;27;12;1127.38;2915.88;0.386634567
926;2015;2;27;13;1177.2;2915.88;0.403720318
927;2015;2;27;14;1098.6;2915.88;0.376764476
928;2015;2;27;15;955.29;2915.88;0.327616363
929;2015;2;27;16;639.49;2915.88;0.219312866
930;2015;2;27;17;245.68;2915.88;0.084255868
931;2015;2;27;18;12.1;2915.88;0.004149691
932;2015;2;27;19;0;2915.88;0
933;2015;2;27;20;0;2915.88;0
934;2015;2;27;21;0;2915.88;0
935;2015;2;27;22;0;2915.88;0
936;2015;2;27;23;0;2915.88;0
937;2015;2;28;0;0;2915.88;0
938;2015;2;28;1;0;2915.88;0
939;2015;2;28;2;0;2915.88;0
940;2015;2;28;3;0;2915.88;0
941;2015;2;28;4;0;2915.88;0
942;2015;2;28;5;0;2915.88;0
943;2015;2;28;6;0;2915.88;0
944;2015;2;28;7;6.86;2915.88;0.002352635
945;2015;2;28;8;201.09;2915.88;0.068963743
946;2015;2;28;9;425.21;2915.88;0.145825617
947;2015;2;28;10;645.06;2915.88;0.221223096
948;2015;2;28;11;1091;2915.88;0.374158059
949;2015;2;28;12;1459.2;2915.88;0.500432117
950;2015;2;28;13;1594.29;2915.88;0.546761184
951;2015;2;28;14;1444.49;2915.88;0.495387327
952;2015;2;28;15;1065.16;2915.88;0.36529624
953;2015;2;28;16;579.28;2915.88;0.198663868
954;2015;2;28;17;152.93;2915.88;0.052447289
955;2015;2;28;18;3.34;2915.88;0.001145452
956;2015;2;28;19;0;2915.88;0
957;2015;2;28;20;0;2915.88;0
958;2015;2;28;21;0;2915.88;0
959;2015;2;28;22;0;2915.88;0
960;2015;2;28;23;0;2915.88;0
961;2015;3;1;0;0;2915.88;0
962;2015;3;1;1;0;2915.88;0
963;2015;3;1;2;0;2915.88;0
964;2015;3;1;3;0;2915.88;0
965;2015;3;1;4;0;2915.88;0
966;2015;3;1;5;0;2915.88;0
967;2015;3;1;6;0;2915.88;0
968;2015;3;1;7;0.95;2915.88;0.000325802
969;2015;3;1;8;91.81;2915.88;0.031486207
970;2015;3;1;9;451.09;2915.88;0.154701154
971;2015;3;1;10;887.65;2915.88;0.304419249
972;2015;3;1;11;936.52;2915.88;0.321179198
973;2015;3;1;12;923.31;2915.88;0.316648833
974;2015;3;1;13;938.79;2915.88;0.321957694
975;2015;3;1;14;888.83;2915.88;0.30482393
976;2015;3;1;15;721.85;2915.88;0.247558199
977;2015;3;1;16;436.16;2915.88;0.149580916
978;2015;3;1;17;153.21;2915.88;0.052543315
979;2015;3;1;18;8.11;2915.88;0.002781322
980;2015;3;1;19;0;2915.88;0
981;2015;3;1;20;0;2915.88;0
982;2015;3;1;21;0;2915.88;0
983;2015;3;1;22;0;2915.88;0
984;2015;3;1;23;0;2915.88;0
985;2015;3;2;0;0;2915.88;0
986;2015;3;2;1;0;2915.88;0
987;2015;3;2;2;0;2915.88;0
988;2015;3;2;3;0;2915.88;0
989;2015;3;2;4;0;2915.88;0
990;2015;3;2;5;0;2915.88;0
991;2015;3;2;6;0;2915.88;0
992;2015;3;2;7;5.42;2915.88;0.001858787
993;2015;3;2;8;239.44;2915.88;0.082115862
994;2015;3;2;9;804.97;2915.88;0.276064173
995;2015;3;2;10;1303.93;2915.88;0.447182326
996;2015;3;2;11;1344.41;2915.88;0.461064927
997;2015;3;2;12;938.12;2915.88;0.321727917
998;2015;3;2;13;640.67;2915.88;0.219717547
999;2015;3;2;14;714.5;2915.88;0.245037519
1000;2015;3;2;15;812.58;2915.88;0.27867402
1001;2015;3;2;16;614.26;2915.88;0.210660247
1002;2015;3;2;17;225.29;2915.88;0.077263125
1003;2015;3;2;18;18.11;2915.88;0.006210818
1004;2015;3;2;19;0;2915.88;0
1005;2015;3;2;20;0;2915.88;0
1006;2015;3;2;21;0;2915.88;0
1007;2015;3;2;22;0;2915.88;0
1008;2015;3;2;23;0;2915.88;0
1009;2015;3;3;0;0;2915.88;0
1010;2015;3;3;1;0;2915.88;0
1011;2015;3;3;2;0;2915.88;0
1012;2015;3;3;3;0;2915.88;0
1013;2015;3;3;4;0;2915.88;0
1014;2015;3;3;5;0;2915.88;0
1015;2015;3;3;6;0;2915.88;0
1016;2015;3;3;7;3.15;2915.88;0.001080291
1017;2015;3;3;8;54.89;2915.88;0.018824506
1018;2015;3;3;9;196.74;2915.88;0.067471912
1019;2015;3;3;10;324;2915.88;0.111115684
1020;2015;3;3;11;538.77;2915.88;0.184770978
1021;2015;3;3;12;612.66;2915.88;0.210111527
1022;2015;3;3;13;483.94;2915.88;0.165967049
1023;2015;3;3;14;446.54;2915.88;0.153140733
1024;2015;3;3;15;461.43;2915.88;0.158247253
1025;2015;3;3;16;392.99;2915.88;0.13477578
1026;2015;3;3;17;182.79;2915.88;0.062687765
1027;2015;3;3;18;15.71;2915.88;0.005387739
1028;2015;3;3;19;0;2915.88;0
1029;2015;3;3;20;0;2915.88;0
1030;2015;3;3;21;0;2915.88;0
1031;2015;3;3;22;0;2915.88;0
1032;2015;3;3;23;0;2915.88;0
1033;2015;3;4;0;0;2915.88;0
1034;2015;3;4;1;0;2915.88;0
1035;2015;3;4;2;0;2915.88;0
1036;2015;3;4;3;0;2915.88;0
1037;2015;3;4;4;0;2915.88;0
1038;2015;3;4;5;0;2915.88;0
1039;2015;3;4;6;0;2915.88;0
1040;2015;3;4;7;11.1;2915.88;0.003806741
1041;2015;3;4;8;261.66;2915.88;0.089736203
1042;2015;3;4;9;782.08;2915.88;0.268214055
1043;2015;3;4;10;1139.14;2915.88;0.390667654
1044;2015;3;4;11;1066.92;2915.88;0.365899831
1045;2015;3;4;12;1031.61;2915.88;0.353790279
1046;2015;3;4;13;931.89;2915.88;0.319591341
1047;2015;3;4;14;798.4;2915.88;0.273810994
1048;2015;3;4;15;635.85;2915.88;0.218064529
1049;2015;3;4;16;485.89;2915.88;0.166635801
1050;2015;3;4;17;232.9;2915.88;0.079872971
1051;2015;3;4;18;18.44;2915.88;0.006323991
1052;2015;3;4;19;0;2915.88;0
1053;2015;3;4;20;0;2915.88;0
1054;2015;3;4;21;0;2915.88;0
1055;2015;3;4;22;0;2915.88;0
1056;2015;3;4;23;0;2915.88;0
1057;2015;3;5;0;0;2915.88;0
1058;2015;3;5;1;0;2915.88;0
1059;2015;3;5;2;0;2915.88;0
1060;2015;3;5;3;0;2915.88;0
1061;2015;3;5;4;0;2915.88;0
1062;2015;3;5;5;0;2915.88;0
1063;2015;3;5;6;0;2915.88;0
1064;2015;3;5;7;13.47;2915.88;0.004619532
1065;2015;3;5;8;269.68;2915.88;0.092486659
1066;2015;3;5;9;776.93;2915.88;0.266447865
1067;2015;3;5;10;1166.9;2915.88;0.400187936
1068;2015;3;5;11;1363.3;2915.88;0.467543246
1069;2015;3;5;12;1131.76;2915.88;0.388136686
1070;2015;3;5;13;1207.35;2915.88;0.414060249
1071;2015;3;5;14;1173.63;2915.88;0.402495987
1072;2015;3;5;15;931.9;2915.88;0.319594771
1073;2015;3;5;16;629.16;2915.88;0.215770196
1074;2015;3;5;17;275.17;2915.88;0.094369453
1075;2015;3;5;18;29.36;2915.88;0.010069001
1076;2015;3;5;19;0;2915.88;0
1077;2015;3;5;20;0;2915.88;0
1078;2015;3;5;21;0;2915.88;0
1079;2015;3;5;22;0;2915.88;0
1080;2015;3;5;23;0;2915.88;0
1081;2015;3;6;0;0;2915.88;0
1082;2015;3;6;1;0;2915.88;0
1083;2015;3;6;2;0;2915.88;0
1084;2015;3;6;3;0;2915.88;0
1085;2015;3;6;4;0;2915.88;0
1086;2015;3;6;5;0;2915.88;0
1087;2015;3;6;6;0;2915.88;0
1088;2015;3;6;7;8.59;2915.88;0.002945937
1089;2015;3;6;8;150.98;2915.88;0.051778537
1090;2015;3;6;9;368.41;2915.88;0.126346077
1091;2015;3;6;10;646.77;2915.88;0.221809539
1092;2015;3;6;11;955.64;2915.88;0.327736395
1093;2015;3;6;12;1131.02;2915.88;0.387882903
1094;2015;3;6;13;1125.77;2915.88;0.386082418
1095;2015;3;6;14;810.76;2915.88;0.278049851
1096;2015;3;6;15;638.89;2915.88;0.219107096
1097;2015;3;6;16;487.38;2915.88;0.167146796
1098;2015;3;6;17;272.59;2915.88;0.093484643
1099;2015;3;6;18;31.98;2915.88;0.01096753
1100;2015;3;6;19;0;2915.88;0
1101;2015;3;6;20;0;2915.88;0
1102;2015;3;6;21;0;2915.88;0
1103;2015;3;6;22;0;2915.88;0
1104;2015;3;6;23;0;2915.88;0
1105;2015;3;7;0;0;2915.88;0
1106;2015;3;7;1;0;2915.88;0
1107;2015;3;7;2;0;2915.88;0
1108;2015;3;7;3;0;2915.88;0
1109;2015;3;7;4;0;2915.88;0
1110;2015;3;7;5;0;2915.88;0
1111;2015;3;7;6;0;2915.88;0
1112;2015;3;7;7;10.93;2915.88;0.00374844
1113;2015;3;7;8;180.72;2915.88;0.061977859
1114;2015;3;7;9;435.26;2915.88;0.149272261
1115;2015;3;7;10;762.09;2915.88;0.261358492
1116;2015;3;7;11;1216.91;2915.88;0.417338848
1117;2015;3;7;12;1553.12;2915.88;0.532641947
1118;2015;3;7;13;1509.93;2915.88;0.517829952
1119;2015;3;7;14;1351.85;2915.88;0.463616473
1120;2015;3;7;15;950.29;2915.88;0.325901615
1121;2015;3;7;16;667.07;2915.88;0.228771417
1122;2015;3;7;17;284.43;2915.88;0.097545166
1123;2015;3;7;18;31.8;2915.88;0.010905799
1124;2015;3;7;19;0;2915.88;0
1125;2015;3;7;20;0;2915.88;0
1126;2015;3;7;21;0;2915.88;0
1127;2015;3;7;22;0;2915.88;0
1128;2015;3;7;23;0;2915.88;0
1129;2015;3;8;0;0;2915.88;0
1130;2015;3;8;1;0;2915.88;0
1131;2015;3;8;2;0;2915.88;0
1132;2015;3;8;3;0;2915.88;0
1133;2015;3;8;4;0;2915.88;0
1134;2015;3;8;5;0;2915.88;0
1135;2015;3;8;6;0;2915.88;0
1136;2015;3;8;7;30.39;2915.88;0.01042224
1137;2015;3;8;8;349;2915.88;0.119689425
1138;2015;3;8;9;935.18;2915.88;0.320719646
1139;2015;3;8;10;1442.78;2915.88;0.494800883
1140;2015;3;8;11;1769.34;2915.88;0.606794518
1141;2015;3;8;12;1919.76;2915.88;0.658381003
1142;2015;3;8;13;1909.12;2915.88;0.654732019
1143;2015;3;8;14;1714.96;2915.88;0.588144917
1144;2015;3;8;15;1320.39;2915.88;0.452827277
1145;2015;3;8;16;831.68;2915.88;0.285224358
1146;2015;3;8;17;360.91;2915.88;0.123773955
1147;2015;3;8;18;50.21;2915.88;0.017219501
1148;2015;3;8;19;0;2915.88;0
1149;2015;3;8;20;0;2915.88;0
1150;2015;3;8;21;0;2915.88;0
1151;2015;3;8;22;0;2915.88;0
1152;2015;3;8;23;0;2915.88;0
1153;2015;3;9;0;0;2915.88;0
1154;2015;3;9;1;0;2915.88;0
1155;2015;3;9;2;0;2915.88;0
1156;2015;3;9;3;0;2915.88;0
1157;2015;3;9;4;0;2915.88;0
1158;2015;3;9;5;0;2915.88;0
1159;2015;3;9;6;0;2915.88;0
1160;2015;3;9;7;12.71;2915.88;0.00435889
1161;2015;3;9;8;94.18;2915.88;0.032298997
1162;2015;3;9;9;189.29;2915.88;0.064916938
1163;2015;3;9;10;341.16;2915.88;0.1170007
1164;2015;3;9;11;594.79;2915.88;0.203983017
1165;2015;3;9;12;851.96;2915.88;0.292179376
1166;2015;3;9;13;867.28;2915.88;0.297433365
1167;2015;3;9;14;840.98;2915.88;0.288413789
1168;2015;3;9;15;728.47;2915.88;0.249828525
1169;2015;3;9;16;428.07;2915.88;0.146806453
1170;2015;3;9;17;183.3;2915.88;0.062862669
1171;2015;3;9;18;13.29;2915.88;0.004557801
1172;2015;3;9;19;0;2915.88;0
1173;2015;3;9;20;0;2915.88;0
1174;2015;3;9;21;0;2915.88;0
1175;2015;3;9;22;0;2915.88;0
1176;2015;3;9;23;0;2915.88;0
1177;2015;3;10;0;0;2915.88;0
1178;2015;3;10;1;0;2915.88;0
1179;2015;3;10;2;0;2915.88;0
1180;2015;3;10;3;0;2915.88;0
1181;2015;3;10;4;0;2915.88;0
1182;2015;3;10;5;0;2915.88;0
1183;2015;3;10;6;0;2915.88;0
1184;2015;3;10;7;8.17;2915.88;0.002801899
1185;2015;3;10;8;152.19;2915.88;0.052193506
1186;2015;3;10;9;510.9;2915.88;0.175212972
1187;2015;3;10;10;1052.46;2915.88;0.360940779
1188;2015;3;10;11;1218.41;2915.88;0.417853272
1189;2015;3;10;12;1309.4;2915.88;0.44905826
1190;2015;3;10;13;1525.5;2915.88;0.523169678
1191;2015;3;10;14;1396.59;2915.88;0.47896004
1192;2015;3;10;15;1102.32;2915.88;0.378040249
1193;2015;3;10;16;659.23;2915.88;0.226082692
1194;2015;3;10;17;253.37;2915.88;0.086893151
1195;2015;3;10;18;20.36;2915.88;0.006982455
1196;2015;3;10;19;0;2915.88;0
1197;2015;3;10;20;0;2915.88;0
1198;2015;3;10;21;0;2915.88;0
1199;2015;3;10;22;0;2915.88;0
1200;2015;3;10;23;0;2915.88;0
1201;2015;3;11;0;0;2915.88;0
1202;2015;3;11;1;0;2915.88;0
1203;2015;3;11;2;0;2915.88;0
1204;2015;3;11;3;0;2915.88;0
1205;2015;3;11;4;0;2915.88;0
1206;2015;3;11;5;0;2915.88;0
1207;2015;3;11;6;0;2915.88;0
1208;2015;3;11;7;48.27;2915.88;0.016554179
1209;2015;3;11;8;246.43;2915.88;0.08451308
1210;2015;3;11;9;506.56;2915.88;0.17372457
1211;2015;3;11;10;990.08;2915.88;0.339547581
1212;2015;3;11;11;1605.52;2915.88;0.550612508
1213;2015;3;11;12;1815.08;2915.88;0.622481035
1214;2015;3;11;13;1838.3;2915.88;0.630444326
1215;2015;3;11;14;1703.06;2915.88;0.584063816
