Timestep;year;month;day;hour;real_time_measured_MW;monitored_capacity_MW;capacity_factor
2357;2015;4;28;5;77.24;1122.51;0.068810077
2358;2015;4;28;6;137.685;1122.51;0.12265815
2359;2015;4;28;7;214.11;1122.51;0.190742176
2360;2015;4;28;8;179.15;1122.51;0.159597687
2361;2015;4;28;9;183.9425;1122.51;0.163867137
2362;2015;4;28;10;318.32;1122.51;0.283578765
2363;2015;4;28;11;362.4575;1122.51;0.322899128
2364;2015;4;28;12;425.48;1122.51;0.379043394
2365;2015;4;28;13;405.675;1122.51;0.361399898
2366;2015;4;28;14;418.5375;1122.51;0.372858594
2367;2015;4;28;15;440.2575;1122.51;0.392208087
2368;2015;4;28;16;417.7525;1122.51;0.372159268
2369;2015;4;28;17;379.005;1122.51;0.337640645
2370;2015;4;28;18;326.065;1122.51;0.290478481
2371;2015;4;28;19;256.81;1122.51;0.228781926
2372;2015;4;28;20;194.3175;1122.51;0.173109816
2373;2015;4;28;21;163.3625;1122.51;0.145533225
2374;2015;4;28;22;138.385;1122.51;0.123281753
2375;2015;4;28;23;105.9125;1122.51;0.09435328
2376;2015;4;29;0;83.69;1122.51;0.074556129
2377;2015;4;29;1;73.105;1122.51;0.065126369
2378;2015;4;29;2;73.285;1122.51;0.065286724
2379;2015;4;29;3;103.76;1122.51;0.092435702
2380;2015;4;29;4;144.965;1122.51;0.129143616
2381;2015;4;29;5;214.965;1122.51;0.191503862
2382;2015;4;29;6;279.76;1122.51;0.249227178
2383;2015;4;29;7;328.305;1122.51;0.292474009
2384;2015;4;29;8;356.3325;1122.51;0.317442606
2385;2015;4;29;9;217.1525;1122.51;0.19345262
2386;2015;4;29;10;175.5675;1122.51;0.156406179
2387;2015;4;29;11;309.6425;1122.51;0.275848322
2388;2015;4;29;12;386.9875;1122.51;0.34475194
2389;2015;4;29;13;414.3125;1122.51;0.369094707
2390;2015;4;29;14;422.2;1122.51;0.376121371
2391;2015;4;29;15;378.585;1122.51;0.337266483
2392;2015;4;29;16;364.6975;1122.51;0.324894656
2393;2015;4;29;17;377.4625;1122.51;0.336266492
2394;2015;4;29;18;385.4075;1122.51;0.34334438
2395;2015;4;29;19;354.675;1122.51;0.315966005
2396;2015;4;29;20;317.56;1122.51;0.282901711
2397;2015;4;29;21;403.3125;1122.51;0.35929524
2398;2015;4;29;22;427.7475;1122.51;0.38106342
2399;2015;4;29;23;354.345;1122.51;0.315672021
2400;2015;4;30;0;318.925;1122.51;0.284117736
2401;2015;4;30;1;331.07;1122.51;0.294937239
2402;2015;4;30;2;280.86;1122.51;0.250207125
2403;2015;4;30;3;276.875;1122.51;0.246657045
2404;2015;4;30;4;275.5475;1122.51;0.245474428
2405;2015;4;30;5;230.49;1122.51;0.205334474
2406;2015;4;30;6;186.175;1122.51;0.165855983
2407;2015;4;30;7;166.5825;1122.51;0.148401796
2408;2015;4;30;8;143.9125;1122.51;0.128205985
2409;2015;4;30;9;160.8075;1122.51;0.143257076
2410;2015;4;30;10;168.24;1122.51;0.149878398
2411;2015;4;30;11;148.5275;1122.51;0.132317307
2412;2015;4;30;12;204.4225;1122.51;0.182111963
2413;2015;4;30;13;219.7625;1122.51;0.195777766
2414;2015;4;30;14;247.7325;1122.51;0.220695139
2415;2015;4;30;15;244.085;1122.51;0.217445724
2416;2015;4;30;16;243.9425;1122.51;0.217318777
2417;2015;4;30;17;221.5525;1122.51;0.197372406
2418;2015;4;30;18;226.09;1122.51;0.201414687
2419;2015;4;30;19;169.405;1122.51;0.15091625
2420;2015;4;30;20;116.6525;1122.51;0.103921123
2421;2015;4;30;21;147.4125;1122.51;0.131323997
2422;2015;4;30;22;171.295;1122.51;0.152599977
2423;2015;4;30;23;145.06;1122.51;0.129228247
2424;2015;5;1;0;82.585;1122.51;0.073571728
2425;2015;5;1;1;51.06;1122.51;0.045487345
2426;2015;5;1;2;24.505;1122.51;0.02183054
2427;2015;5;1;3;22.175;1122.51;0.019754835
2428;2015;5;1;4;26.4575;1122.51;0.023569946
2429;2015;5;1;5;71.095;1122.51;0.063335739
2430;2015;5;1;6;135.16;1122.51;0.120408727
2431;2015;5;1;7;200.36;1122.51;0.178492842
2432;2015;5;1;8;154.61;1122.51;0.137735967
2433;2015;5;1;9;138.24;1122.51;0.123152578
2434;2015;5;1;10;133.6225;1122.51;0.119039029
2435;2015;5;1;11;90.6125;1122.51;0.080723112
2436;2015;5;1;12;83.38;1122.51;0.074279962
2437;2015;5;1;13;92.4975;1122.51;0.082402384
2438;2015;5;1;14;82.895;1122.51;0.073847894
2439;2015;5;1;15;86.835;1122.51;0.077357885
2440;2015;5;1;16;78.9775;1122.51;0.070357948
2441;2015;5;1;17;97.205;1122.51;0.086596111
2442;2015;5;1;18;109.4775;1122.51;0.097529198
2443;2015;5;1;19;108.33;1122.51;0.096506935
2444;2015;5;1;20;112.35;1122.51;0.100088195
2445;2015;5;1;21;120.915;1122.51;0.107718417
2446;2015;5;1;22;140.5125;1122.51;0.125177059
2447;2015;5;1;23;170.7125;1122.51;0.152081051
2448;2015;5;2;0;166.0575;1122.51;0.147934094
2449;2015;5;2;1;140.8275;1122.51;0.12545768
2450;2015;5;2;2;129.7;1122.51;0.115544628
2451;2015;5;2;3;106.8025;1122.51;0.095146146
2452;2015;5;2;4;58.265;1122.51;0.051905996
2453;2015;5;2;5;50.5575;1122.51;0.045039688
2454;2015;5;2;6;44.695;1122.51;0.039817017
2455;2015;5;2;7;50.94;1122.51;0.045380442
2456;2015;5;2;8;39.505;1122.51;0.03519345
2457;2015;5;2;9;15.7475;1122.51;0.014028828
2458;2015;5;2;10;15.13;1122.51;0.013478722
2459;2015;5;2;11;13.29;1122.51;0.011839538
2460;2015;5;2;12;15.48;1122.51;0.013790523
2461;2015;5;2;13;22.7025;1122.51;0.020224764
2462;2015;5;2;14;23.9875;1122.51;0.02136952
2463;2015;5;2;15;26.57;1122.51;0.023670168
2464;2015;5;2;16;57.5425;1122.51;0.05126235
2465;2015;5;2;17;68.0025;1122.51;0.060580752
2466;2015;5;2;18;62.885;1122.51;0.056021773
2467;2015;5;2;19;59.17;1122.51;0.052712225
2468;2015;5;2;20;65.19;1122.51;0.058075206
2469;2015;5;2;21;86.9325;1122.51;0.077444744
2470;2015;5;2;22;128.7175;1122.51;0.114669357
2471;2015;5;2;23;165.43;1122.51;0.147375079
2472;2015;5;3;0;177.4575;1122.51;0.158089906
2473;2015;5;3;1;176.0075;1122.51;0.156798158
2474;2015;5;3;2;143.1375;1122.51;0.127515568
2475;2015;5;3;3;126.56;1122.51;0.112747325
2476;2015;5;3;4;114.84;1122.51;0.102306438
2477;2015;5;3;5;148.095;1122.51;0.13193201
2478;2015;5;3;6;210.0575;1122.51;0.187131963
2479;2015;5;3;7;178.215;1122.51;0.158764733
2480;2015;5;3;8;137.7725;1122.51;0.1227361
2481;2015;5;3;9;144.3825;1122.51;0.128624689
2482;2015;5;3;10;198.4075;1122.51;0.176753436
2483;2015;5;3;11;266.7625;1122.51;0.237648217
2484;2015;5;3;12;332.61;1122.51;0.296309164
2485;2015;5;3;13;392.3;1122.51;0.349484637
2486;2015;5;3;14;475.605;1122.51;0.423697784
2487;2015;5;3;15;557.4225;1122.51;0.496585777
2488;2015;5;3;16;595.115;1122.51;0.530164542
2489;2015;5;3;17;599.93;1122.51;0.534454036
2490;2015;5;3;18;613.6325;1122.51;0.546661054
2491;2015;5;3;19;552.6875;1122.51;0.492367551
2492;2015;5;3;20;383.4125;1122.51;0.341567113
2493;2015;5;3;21;361.45;1122.51;0.322001586
2494;2015;5;3;22;334.9125;1122.51;0.298360371
2495;2015;5;3;23;289.525;1122.51;0.257926433
2496;2015;5;4;0;280.0375;1122.51;0.249474392
2497;2015;5;4;1;299.2425;1122.51;0.266583371
2498;2015;5;4;2;403.875;1122.51;0.359796349
2499;2015;5;4;3;463.74;1122.51;0.413127723
2500;2015;5;4;4;400.6175;1122.51;0.356894371
2501;2015;5;4;5;372.5925;1122.51;0.331928001
2502;2015;5;4;6;355.8925;1122.51;0.317050628
2503;2015;5;4;7;292.01;1122.51;0.260140221
2504;2015;5;4;8;198.415;1122.51;0.176760118
2505;2015;5;4;9;156.01;1122.51;0.138983172
2506;2015;5;4;10;154.2375;1122.51;0.137404121
2507;2015;5;4;11;125.96;1122.51;0.112212809
2508;2015;5;4;12;130.4525;1122.51;0.116215
2509;2015;5;4;13;110.46;1122.51;0.098404469
2510;2015;5;4;14;112.1925;1122.51;0.099947885
2511;2015;5;4;15;127.975;1122.51;0.114007893
2512;2015;5;4;16;150.7925;1122.51;0.134335106
2513;2015;5;4;17;134.3575;1122.51;0.119693811
2514;2015;5;4;18;99.9025;1122.51;0.088999207
2515;2015;5;4;19;124.315;1122.51;0.110747343
2516;2015;5;4;20;242.6;1122.51;0.216122796
2517;2015;5;4;21;411.98;1122.51;0.367016775
2518;2015;5;4;22;471.7075;1122.51;0.420225655
2519;2015;5;4;23;580.4425;1122.51;0.517093389
2520;2015;5;5;0;580.57;1122.51;0.517206974
2521;2015;5;5;1;723.37;1122.51;0.644421876
2522;2015;5;5;2;694.4625;1122.51;0.618669321
2523;2015;5;5;3;696.0075;1122.51;0.620045701
2524;2015;5;5;4;691.1725;1122.51;0.61573839
2525;2015;5;5;5;783.4575;1122.51;0.697951466
2526;2015;5;5;6;754.03;1122.51;0.671735664
2527;2015;5;5;7;783.2525;1122.51;0.697768839
2528;2015;5;5;8;641.4625;1122.51;0.571453706
2529;2015;5;5;9;830.8575;1122.51;0.740178261
2530;2015;5;5;10;945.0825;1122.51;0.84193682
2531;2015;5;5;11;971.8825;1122.51;0.865811886
2532;2015;5;5;12;994.5;1122.51;0.885960927
2533;2015;5;5;13;976.4725;1122.51;0.869900936
2534;2015;5;5;14;964.1775;1122.51;0.858947804
2535;2015;5;5;15;921.5175;1122.51;0.820943689
2536;2015;5;5;16;931.5725;1122.51;0.829901293
2537;2015;5;5;17;867.445;1122.51;0.772772626
2538;2015;5;5;18;745.58;1122.51;0.664207891
2539;2015;5;5;19;549.9875;1122.51;0.489962228
2540;2015;5;5;20;474.2525;1122.51;0.422492895
2541;2015;5;5;21;450.5825;1122.51;0.401406224
2542;2015;5;5;22;534.3375;1122.51;0.476020258
2543;2015;5;5;23;536.49;1122.51;0.477937836
2544;2015;5;6;0;567.4175;1122.51;0.505489929
2545;2015;5;6;1;622.1975;1122.51;0.554291276
2546;2015;5;6;2;626.0925;1122.51;0.557761178
2547;2015;5;6;3;585.585;1122.51;0.52167464
2548;2015;5;6;4;586.1925;1122.51;0.522215838
2549;2015;5;6;5;593.5825;1122.51;0.528799298
2550;2015;5;6;6;580.96;1122.51;0.517554409
2551;2015;5;6;7;635.155;1122.51;0.565834603
2552;2015;5;6;8;732.6625;1122.51;0.652700199
2553;2015;5;6;9;833.1425;1122.51;0.742213878
2554;2015;5;6;10;922.505;1122.51;0.821823414
2555;2015;5;6;11;913.705;1122.51;0.81398384
2556;2015;5;6;12;910.0625;1122.51;0.81073888
2557;2015;5;6;13;901.605;1122.51;0.803204426
2558;2015;5;6;14;941.9775;1122.51;0.839170698
2559;2015;5;6;15;895.625;1122.51;0.797877079
2560;2015;5;6;16;926.4775;1122.51;0.825362358
2561;2015;5;6;17;953.945;1122.51;0.849832073
2562;2015;5;6;18;922.655;1122.51;0.821957043
2563;2015;5;6;19;856.1775;1122.51;0.762734853
2564;2015;5;6;20;803.37;1122.51;0.715690729
2565;2015;5;6;21;809.5725;1122.51;0.721216292
2566;2015;5;6;22;725.625;1122.51;0.646430767
2567;2015;5;6;23;722.6625;1122.51;0.643791592
2568;2015;5;7;0;692.9525;1122.51;0.617324122
2569;2015;5;7;1;671.0625;1122.51;0.597823182
2570;2015;5;7;2;666.1025;1122.51;0.593404513
2571;2015;5;7;3;665.64;1122.51;0.59299249
2572;2015;5;7;4;629.99;1122.51;0.561233307
2573;2015;5;7;5;543.87;1122.51;0.484512387
2574;2015;5;7;6;495.705;1122.51;0.441604084
2575;2015;5;7;7;458.7375;1122.51;0.408671192
2576;2015;5;7;8;402.1575;1122.51;0.358266296
2577;2015;5;7;9;337.6475;1122.51;0.300796875
2578;2015;5;7;10;265.825;1122.51;0.236813035
2579;2015;5;7;11;221.85;1122.51;0.197637438
2580;2015;5;7;12;201.0525;1122.51;0.179109763
2581;2015;5;7;13;208.48;1122.51;0.18572663
2582;2015;5;7;14;206.2625;1122.51;0.183751147
2583;2015;5;7;15;174.0425;1122.51;0.155047617
2584;2015;5;7;16;144.2925;1122.51;0.128544512
2585;2015;5;7;17;93.75;1122.51;0.083518187
2586;2015;5;7;18;51.1225;1122.51;0.045543024
2587;2015;5;7;19;20.93;1122.51;0.018645714
2588;2015;5;7;20;11.025;1122.51;0.009821739
2589;2015;5;7;21;6.5975;1122.51;0.005877453
2590;2015;5;7;22;5.995;1122.51;0.00534071
2591;2015;5;7;23;6.52;1122.51;0.005808412
2592;2015;5;8;0;5.6275;1122.51;0.005013318
2593;2015;5;8;1;10.105;1122.51;0.009002147
2594;2015;5;8;2;17.8875;1122.51;0.01593527
2595;2015;5;8;3;21.41;1122.51;0.019073327
2596;2015;5;8;4;37.845;1122.51;0.033714622
2597;2015;5;8;5;34.845;1122.51;0.03104204
2598;2015;5;8;6;31.22;1122.51;0.02781267
2599;2015;5;8;7;26.82;1122.51;0.023892883
2600;2015;5;8;8;16.19;1122.51;0.014423034
2601;2015;5;8;9;3.97;1122.51;0.003536717
2602;2015;5;8;10;2.66;1122.51;0.002369689
2603;2015;5;8;11;1.4125;1122.51;0.001258341
2604;2015;5;8;12;1.5275;1122.51;0.00136079
2605;2015;5;8;13;2.7125;1122.51;0.00241646
2606;2015;5;8;14;8.72;1122.51;0.007768305
2607;2015;5;8;15;26.7575;1122.51;0.023837204
2608;2015;5;8;16;39.2075;1122.51;0.034928419
2609;2015;5;8;17;62.1275;1122.51;0.055346946
2610;2015;5;8;18;73.795;1122.51;0.065741062
2611;2015;5;8;19;90.3725;1122.51;0.080509305
2612;2015;5;8;20;79.8825;1122.51;0.071164177
2613;2015;5;8;21;124.6725;1122.51;0.111065826
2614;2015;5;8;22;223.28;1122.51;0.198911368
2615;2015;5;8;23;321.095;1122.51;0.286050904
2616;2015;5;9;0;397.8125;1122.51;0.354395506
2617;2015;5;9;1;471.83;1122.51;0.420334785
2618;2015;5;9;2;534.1725;1122.51;0.475873266
2619;2015;5;9;3;537.52;1122.51;0.478855422
2620;2015;5;9;4;529.3775;1122.51;0.471601589
2621;2015;5;9;5;475.08;1122.51;0.423230083
2622;2015;5;9;6;463.5525;1122.51;0.412960686
2623;2015;5;9;7;548.445;1122.51;0.488588075
2624;2015;5;9;8;662.6975;1122.51;0.590371133
2625;2015;5;9;9;735.86;1122.51;0.655548726
2626;2015;5;9;10;793.7825;1122.51;0.707149602
2627;2015;5;9;11;753.78;1122.51;0.671512949
2628;2015;5;9;12;692.6375;1122.51;0.617043501
2629;2015;5;9;13;632.175;1122.51;0.563179838
2630;2015;5;9;14;666.455;1122.51;0.593718541
2631;2015;5;9;15;789.9625;1122.51;0.703746515
2632;2015;5;9;16;808.355;1122.51;0.720131669
2633;2015;5;9;17;834.31;1122.51;0.743253958
2634;2015;5;9;18;748.595;1122.51;0.666893836
2635;2015;5;9;19;756.3475;1122.51;0.673800233
2636;2015;5;9;20;708.6675;1122.51;0.631323997
2637;2015;5;9;21;604.1425;1122.51;0.538206787
2638;2015;5;9;22;562.9;1122.51;0.501465466
2639;2015;5;9;23;448.4;1122.51;0.39946192
2640;2015;5;10;0;340.1475;1122.51;0.303024027
2641;2015;5;10;1;246.3125;1122.51;0.219430116
2642;2015;5;10;2;154.8025;1122.51;0.137907457
2643;2015;5;10;3;100.5225;1122.51;0.089551541
2644;2015;5;10;4;47.9675;1122.51;0.042732359
2645;2015;5;10;5;21.1025;1122.51;0.018799387
2646;2015;5;10;6;14.755;1122.51;0.013144649
2647;2015;5;10;7;14.61;1122.51;0.013015474
2648;2015;5;10;8;17.41;1122.51;0.015509884
2649;2015;5;10;9;13.7625;1122.51;0.01226047
2650;2015;5;10;10;7.5725;1122.51;0.006746042
2651;2015;5;10;11;6.235;1122.51;0.005554516
2652;2015;5;10;12;10.245;1122.51;0.009126867
2653;2015;5;10;13;17.97;1122.51;0.016008766
2654;2015;5;10;14;24.8275;1122.51;0.022117843
2655;2015;5;10;15;29.09;1122.51;0.025915137
2656;2015;5;10;16;33.5025;1122.51;0.029846059
2657;2015;5;10;17;37.82;1122.51;0.03369235
2658;2015;5;10;18;31.845;1122.51;0.028369458
2659;2015;5;10;19;26.8675;1122.51;0.023935199
2660;2015;5;10;20;50.505;1122.51;0.044992918
2661;2015;5;10;21;98.235;1122.51;0.087513697
2662;2015;5;10;22;142.48;1122.51;0.126929827
2663;2015;5;10;23;209.38;1122.51;0.186528405
2664;2015;5;11;0;277.77;1122.51;0.247454366
2665;2015;5;11;1;295.42;1122.51;0.263178056
2666;2015;5;11;2;331.0625;1122.51;0.294930557
2667;2015;5;11;3;400.8;1122.51;0.357056953
2668;2015;5;11;4;455.3775;1122.51;0.4056779
2669;2015;5;11;5;492.705;1122.51;0.438931502
2670;2015;5;11;6;489.8925;1122.51;0.436425956
2671;2015;5;11;7;400.2575;1122.51;0.356573661
2672;2015;5;11;8;282.285;1122.51;0.251476602
2673;2015;5;11;9;172.36;1122.51;0.153548743
2674;2015;5;11;10;92.095;1122.51;0.082043813
2675;2015;5;11;11;87.155;1122.51;0.077642961
2676;2015;5;11;12;93.7125;1122.51;0.08348478
2677;2015;5;11;13;134.7425;1122.51;0.120036793
2678;2015;5;11;14;130.3825;1122.51;0.11615264
2679;2015;5;11;15;110.3575;1122.51;0.098313155
2680;2015;5;11;16;112.165;1122.51;0.099923386
2681;2015;5;11;17;127.58;1122.51;0.113656003
2682;2015;5;11;18;101.745;1122.51;0.090640618
2683;2015;5;11;19;79.08;1122.51;0.070449261
2684;2015;5;11;20;80.295;1122.51;0.071531657
2685;2015;5;11;21;114.4675;1122.51;0.101974593
2686;2015;5;11;22;163.6325;1122.51;0.145773757
2687;2015;5;11;23;187.3625;1122.51;0.16691388
2688;2015;5;12;0;179.4075;1122.51;0.159827084
2689;2015;5;12;1;190.325;1122.51;0.169553055
2690;2015;5;12;2;223.135;1122.51;0.198782193
2691;2015;5;12;3;205.6775;1122.51;0.183229993
2692;2015;5;12;4;178.0475;1122.51;0.158615513
2693;2015;5;12;5;164.175;1122.51;0.146257049
2694;2015;5;12;6;128.445;1122.51;0.114426598
2695;2015;5;12;7;97.38;1122.51;0.086752011
2696;2015;5;12;8;69.2875;1122.51;0.061725508
2697;2015;5;12;9;55.0975;1122.51;0.049084195
2698;2015;5;12;10;85.5425;1122.51;0.076206448
2699;2015;5;12;11;175.355;1122.51;0.156216871
2700;2015;5;12;12;240.015;1122.51;0.213819921
2701;2015;5;12;13;315.3625;1122.51;0.280944045
2702;2015;5;12;14;305.8225;1122.51;0.272445234
2703;2015;5;12;15;388.02;1122.51;0.345671753
2704;2015;5;12;16;479.0225;1122.51;0.426742301
2705;2015;5;12;17;481.62;1122.51;0.429056311
2706;2015;5;12;18;457;1122.51;0.407123322
2707;2015;5;12;19;379.61;1122.51;0.338179615
2708;2015;5;12;20;292.6075;1122.51;0.260672511
2709;2015;5;12;21;230.42;1122.51;0.205272113
2710;2015;5;12;22;215.665;1122.51;0.192127464
2711;2015;5;12;23;211.9025;1122.51;0.188775601
2712;2015;5;13;0;190.9375;1122.51;0.170098707
2713;2015;5;13;1;162.2025;1122.51;0.144499826
2714;2015;5;13;2;118.6975;1122.51;0.105742933
2715;2015;5;13;3;83.8725;1122.51;0.074718711
2716;2015;5;13;4;66.3075;1122.51;0.059070743
2717;2015;5;13;5;57.38;1122.51;0.051117585
2718;2015;5;13;6;66.7275;1122.51;0.059444905
2719;2015;5;13;7;50.4175;1122.51;0.044914967
2720;2015;5;13;8;23.135;1122.51;0.020610061
2721;2015;5;13;9;13.1475;1122.51;0.011712591
2722;2015;5;13;10;9.4925;1122.51;0.008456495
2723;2015;5;13;11;5.08;1122.51;0.004525572
2724;2015;5;13;12;6.62;1122.51;0.005897498
2725;2015;5;13;13;5.2525;1122.51;0.004679246
2726;2015;5;13;14;8.7375;1122.51;0.007783895
2727;2015;5;13;15;14.4175;1122.51;0.012843984
2728;2015;5;13;16;25.0225;1122.51;0.022291561
2729;2015;5;13;17;44.23;1122.51;0.039402767
2730;2015;5;13;18;68.125;1122.51;0.060689882
2731;2015;5;13;19;113.9875;1122.51;0.10154698
2732;2015;5;13;20;198.055;1122.51;0.176439408
2733;2015;5;13;21;236.675;1122.51;0.210844447
2734;2015;5;13;22;220.08;1122.51;0.196060614
2735;2015;5;13;23;225.96;1122.51;0.201298875
2736;2015;5;14;0;175.32;1122.51;0.156185691
2737;2015;5;14;1;100.02;1122.51;0.089103883
2738;2015;5;14;2;83.045;1122.51;0.073981524
2739;2015;5;14;3;81.465;1122.51;0.072573964
2740;2015;5;14;4;83.46;1122.51;0.074351231
2741;2015;5;14;5;123.38;1122.51;0.109914388
2742;2015;5;14;6;150.8675;1122.51;0.134401921
2743;2015;5;14;7;136.13;1122.51;0.121272862
2744;2015;5;14;8;92.56;1122.51;0.082458063
2745;2015;5;14;9;58.7225;1122.51;0.052313565
2746;2015;5;14;10;44.2;1122.51;0.039376041
2747;2015;5;14;11;47.715;1122.51;0.042507416
2748;2015;5;14;12;53.23;1122.51;0.047420513
2749;2015;5;14;13;50.68;1122.51;0.045148818
2750;2015;5;14;14;56.7575;1122.51;0.050563024
2751;2015;5;14;15;81.485;1122.51;0.072591781
2752;2015;5;14;16;81.1025;1122.51;0.072251027
2753;2015;5;14;17;74.3925;1122.51;0.066273352
2754;2015;5;14;18;93.74;1122.51;0.083509278
2755;2015;5;14;19;257.5825;1122.51;0.229470116
2756;2015;5;14;20;173.74;1122.51;0.154778131
2757;2015;5;14;21;83.6675;1122.51;0.074536084
2758;2015;5;14;22;94.8925;1122.51;0.084535995
2759;2015;5;14;23;114.7475;1122.51;0.102224034
2760;2015;5;15;0;174.3175;1122.51;0.155292603
2761;2015;5;15;1;170.6275;1122.51;0.152005327
2762;2015;5;15;2;157.965;1122.51;0.140724804
2763;2015;5;15;3;128.79;1122.51;0.114733944
2764;2015;5;15;4;123.6775;1122.51;0.110179419
2765;2015;5;15;5;119.9625;1122.51;0.106869872
2766;2015;5;15;6;162.36;1122.51;0.144640137
2767;2015;5;15;7;182.15;1122.51;0.162270269
2768;2015;5;15;8;206.175;1122.51;0.183673197
2769;2015;5;15;9;242.0375;1122.51;0.215621687
2770;2015;5;15;10;248.36;1122.51;0.221254154
2771;2015;5;15;11;294.52;1122.51;0.262376282
2772;2015;5;15;12;228.4825;1122.51;0.203546071
2773;2015;5;15;13;134.46;1122.51;0.119785124
2774;2015;5;15;14;106.675;1122.51;0.095032561
2775;2015;5;15;15;136.835;1122.51;0.121900918
2776;2015;5;15;16;175.31;1122.51;0.156176782
2777;2015;5;15;17;179.37;1122.51;0.159793677
2778;2015;5;15;18;161.2975;1122.51;0.143693597
2779;2015;5;15;19;151.725;1122.51;0.135165834
2780;2015;5;15;20;119.1775;1122.51;0.106170546
2781;2015;5;15;21;141.6925;1122.51;0.126228274
2782;2015;5;15;22;123.65;1122.51;0.110154921
2783;2015;5;15;23;84.6975;1122.51;0.075453671
2784;2015;5;16;0;92.3525;1122.51;0.082273209
2785;2015;5;16;1;67.59;1122.51;0.060213272
2786;2015;5;16;2;86.605;1122.51;0.077152988
2787;2015;5;16;3;108.0225;1122.51;0.096232996
2788;2015;5;16;4;138.815;1122.51;0.123664823
2789;2015;5;16;5;210.1525;1122.51;0.187216595
2790;2015;5;16;6;255.4725;1122.51;0.2275904
2791;2015;5;16;7;261.96;1122.51;0.233369859
2792;2015;5;16;8;267.955;1122.51;0.238710568
2793;2015;5;16;9;265.8325;1122.51;0.236819717
2794;2015;5;16;10;301.3325;1122.51;0.26844527
2795;2015;5;16;11;343.245;1122.51;0.305783467
2796;2015;5;16;12;329.25;1122.51;0.293315872
2797;2015;5;16;13;333.245;1122.51;0.296874861
2798;2015;5;16;14;269.76;1122.51;0.240318572
2799;2015;5;16;15;227.655;1122.51;0.202808884
2800;2015;5;16;16;194.7425;1122.51;0.173488432
2801;2015;5;16;17;132.98;1122.51;0.118466651
2802;2015;5;16;18;72.3325;1122.51;0.064438179
2803;2015;5;16;19;51.57;1122.51;0.045941684
2804;2015;5;16;20;42.3325;1122.51;0.037712359
2805;2015;5;16;21;50.7125;1122.51;0.045177771
2806;2015;5;16;22;39.59;1122.51;0.035269174
2807;2015;5;16;23;19.5225;1122.51;0.017391827
2808;2015;5;17;0;14.4325;1122.51;0.012857346
2809;2015;5;17;1;10.6875;1122.51;0.009521073
2810;2015;5;17;2;12.94;1122.51;0.011527737
2811;2015;5;17;3;18.395;1122.51;0.016387382
2812;2015;5;17;4;27.02;1122.51;0.024071055
2813;2015;5;17;5;35.4875;1122.51;0.031614418
2814;2015;5;17;6;35.2125;1122.51;0.031369431
2815;2015;5;17;7;35.455;1122.51;0.031585465
2816;2015;5;17;8;20.9775;1122.51;0.01868803
2817;2015;5;17;9;20.5825;1122.51;0.01833614
2818;2015;5;17;10;28.515;1122.51;0.025402892
2819;2015;5;17;11;48.7;1122.51;0.043384914
2820;2015;5;17;12;62.7225;1122.51;0.055877008
2821;2015;5;17;13;91.3875;1122.51;0.081413529
2822;2015;5;17;14;101.3525;1122.51;0.090290955
2823;2015;5;17;15;99.7725;1122.51;0.088883395
2824;2015;5;17;16;92.33;1122.51;0.082253165
2825;2015;5;17;17;95.4675;1122.51;0.08504824
2826;2015;5;17;18;87.6375;1122.51;0.078072801
2827;2015;5;17;19;85.1325;1122.51;0.075841195
2828;2015;5;17;20;75.2525;1122.51;0.067039492
2829;2015;5;17;21;67.06;1122.51;0.059741116
2830;2015;5;17;22;55.7925;1122.51;0.049703343
2831;2015;5;17;23;60.3325;1122.51;0.053747851
2832;2015;5;18;0;53.1275;1122.51;0.0473292
2833;2015;5;18;1;48.7275;1122.51;0.043409413
2834;2015;5;18;2;67.4825;1122.51;0.060117505
2835;2015;5;18;3;84.3225;1122.51;0.075119598
2836;2015;5;18;4;111.9525;1122.51;0.099734078
2837;2015;5;18;5;148.5375;1122.51;0.132326215
2838;2015;5;18;6;173.47;1122.51;0.154537599
2839;2015;5;18;7;191.6075;1122.51;0.170695584
2840;2015;5;18;8;156.0675;1122.51;0.139034396
2841;2015;5;18;9;196.3125;1122.51;0.174887083
2842;2015;5;18;10;361.305;1122.51;0.321872411
2843;2015;5;18;11;578.12;1122.51;0.515024365
2844;2015;5;18;12;652.525;1122.51;0.581308852
2845;2015;5;18;13;684.4075;1122.51;0.609711717
2846;2015;5;18;14;769.1125;1122.51;0.68517207
2847;2015;5;18;15;811.2525;1122.51;0.722712938
2848;2015;5;18;16;776.0175;1122.51;0.691323463
2849;2015;5;18;17;710.7875;1122.51;0.633212622
2850;2015;5;18;18;652.59;1122.51;0.581366758
2851;2015;5;18;19;581.885;1122.51;0.518378455
2852;2015;5;18;20;487.2725;1122.51;0.434091901
2853;2015;5;18;21;429.8475;1122.51;0.382934228
2854;2015;5;18;22;454.865;1122.51;0.405221334
2855;2015;5;18;23;433.015;1122.51;0.385756029
2856;2015;5;19;0;436.9425;1122.51;0.389254884
2857;2015;5;19;1;494;1122.51;0.440085166
2858;2015;5;19;2;506.9375;1122.51;0.451610676
2859;2015;5;19;3;484.75;1122.51;0.431844705
2860;2015;5;19;4;517.485;1122.51;0.461007029
2861;2015;5;19;5;508.835;1122.51;0.453301084
2862;2015;5;19;6;521.505;1122.51;0.464588289
2863;2015;5;19;7;577.0025;1122.51;0.514028828
