Timestep;year;month;day;hour;real_time_measured_MW;monitored_capacity_MW;capacity_factor
4809;2015;8;8;9;30.5675;1122.51;0.027231383
4810;2015;8;8;10;25.665;1122.51;0.022863939
4811;2015;8;8;11;24.865;1122.51;0.02215125
4812;2015;8;8;12;33.545;1122.51;0.029883921
4813;2015;8;8;13;32.415;1122.51;0.028877248
4814;2015;8;8;14;27.3775;1122.51;0.024389538
4815;2015;8;8;15;25.14;1122.51;0.022396237
4816;2015;8;8;16;38.0025;1122.51;0.033854932
4817;2015;8;8;17;41.805;1122.51;0.03724243
4818;2015;8;8;18;61.245;1122.51;0.054560761
4819;2015;8;8;19;81.825;1122.51;0.072894674
4820;2015;8;8;20;96.8875;1122.51;0.086313262
4821;2015;8;8;21;77.5875;1122.51;0.069119651
4822;2015;8;8;22;76.445;1122.51;0.068101843
4823;2015;8;8;23;63.575;1122.51;0.056636466
4824;2015;8;9;0;59.9775;1122.51;0.053431595
4825;2015;8;9;1;55.3825;1122.51;0.049338091
4826;2015;8;9;2;70.13;1122.51;0.062476058
4827;2015;8;9;3;92.9975;1122.51;0.082847814
4828;2015;8;9;4;102.1275;1122.51;0.090981372
4829;2015;8;9;5;113.6575;1122.51;0.101252996
4830;2015;8;9;6;84.2825;1122.51;0.075083964
4831;2015;8;9;7;75.2075;1122.51;0.066999403
4832;2015;8;9;8;31.8525;1122.51;0.028376139
4833;2015;8;9;9;9.7975;1122.51;0.008728207
4834;2015;8;9;10;8.5;1122.51;0.007572316
4835;2015;8;9;11;22.235;1122.51;0.019808287
4836;2015;8;9;12;22.535;1122.51;0.020075545
4837;2015;8;9;13;28.495;1122.51;0.025385075
4838;2015;8;9;14;15.74;1122.51;0.014022147
4839;2015;8;9;15;10.78;1122.51;0.009603478
4840;2015;8;9;16;9.3225;1122.51;0.008305049
4841;2015;8;9;17;6.245;1122.51;0.005563425
4842;2015;8;9;18;11.2825;1122.51;0.010051135
4843;2015;8;9;19;33.5825;1122.51;0.029917328
4844;2015;8;9;20;19.525;1122.51;0.017394054
4845;2015;8;9;21;14.155;1122.51;0.012610133
4846;2015;8;9;22;23.8625;1122.51;0.021258163
4847;2015;8;9;23;26.3325;1122.51;0.023458588
4848;2015;8;10;0;21.6075;1122.51;0.019249272
4849;2015;8;10;1;20.9325;1122.51;0.018647941
4850;2015;8;10;2;34.3625;1122.51;0.030612199
4851;2015;8;10;3;24.51;1122.51;0.021834995
4852;2015;8;10;4;32.4;1122.51;0.028863885
4853;2015;8;10;5;50.075;1122.51;0.044609848
4854;2015;8;10;6;67.6;1122.51;0.060222181
4855;2015;8;10;7;75.425;1122.51;0.067193165
4856;2015;8;10;8;39.03;1122.51;0.034770292
4857;2015;8;10;9;11;1122.51;0.009799467
4858;2015;8;10;10;7.31;1122.51;0.006512191
4859;2015;8;10;11;7.6525;1122.51;0.006817311
4860;2015;8;10;12;5.4275;1122.51;0.004835146
4861;2015;8;10;13;4.975;1122.51;0.004432032
4862;2015;8;10;14;5.0925;1122.51;0.004536708
4863;2015;8;10;15;4.715;1122.51;0.004200408
4864;2015;8;10;16;9.2225;1122.51;0.008215962
4865;2015;8;10;17;17.9325;1122.51;0.015975359
4866;2015;8;10;18;27.8325;1122.51;0.024794879
4867;2015;8;10;19;27.145;1122.51;0.024182413
4868;2015;8;10;20;22.9125;1122.51;0.020411845
4869;2015;8;10;21;25.5875;1122.51;0.022794897
4870;2015;8;10;22;20.7775;1122.51;0.018509857
4871;2015;8;10;23;14.875;1122.51;0.013251552
4872;2015;8;11;0;52.01;1122.51;0.046333663
4873;2015;8;11;1;81.2625;1122.51;0.072393564
4874;2015;8;11;2;72.065;1122.51;0.064199873
4875;2015;8;11;3;44.425;1122.51;0.039576485
4876;2015;8;11;4;36.155;1122.51;0.032209067
4877;2015;8;11;5;27.325;1122.51;0.024342768
4878;2015;8;11;6;22.3525;1122.51;0.019912963
4879;2015;8;11;7;19.2675;1122.51;0.017164658
4880;2015;8;11;8;9.2175;1122.51;0.008211508
4881;2015;8;11;9;2.6775;1122.51;0.002385279
4882;2015;8;11;10;1.805;1122.51;0.001608003
4883;2015;8;11;11;1.8575;1122.51;0.001654774
4884;2015;8;11;12;1.2275;1122.51;0.001093531
4885;2015;8;11;13;1.32;1122.51;0.001175936
4886;2015;8;11;14;28.34;1122.51;0.025246991
4887;2015;8;11;15;54.9875;1122.51;0.048986201
4888;2015;8;11;16;94.2675;1122.51;0.083979207
4889;2015;8;11;17;114.9175;1122.51;0.10237548
4890;2015;8;11;18;141.5175;1122.51;0.126072374
4891;2015;8;11;19;152.1575;1122.51;0.135551131
4892;2015;8;11;20;153.5275;1122.51;0.13677161
4893;2015;8;11;21;149.1625;1122.51;0.132883003
4894;2015;8;11;22;171.86;1122.51;0.153103313
4895;2015;8;11;23;171.5525;1122.51;0.152829373
4896;2015;8;12;0;157.615;1122.51;0.140413003
4897;2015;8;12;1;143.7775;1122.51;0.128085719
4898;2015;8;12;2;144.1;1122.51;0.128373021
4899;2015;8;12;3;142.65;1122.51;0.127081273
4900;2015;8;12;4;114.86;1122.51;0.102324255
4901;2015;8;12;5;119.385;1122.51;0.1063554
4902;2015;8;12;6;116.32;1122.51;0.103624912
4903;2015;8;12;7;119.1875;1122.51;0.106179455
4904;2015;8;12;8;81.6475;1122.51;0.072736546
4905;2015;8;12;9;50.835;1122.51;0.045286902
4906;2015;8;12;10;55.52;1122.51;0.049460584
4907;2015;8;12;11;88.545;1122.51;0.078881257
4908;2015;8;12;12;125.6225;1122.51;0.111912143
4909;2015;8;12;13;131.0775;1122.51;0.116771788
4910;2015;8;12;14;107.93;1122.51;0.096150591
4911;2015;8;12;15;115.67;1122.51;0.103045853
4912;2015;8;12;16;130.9025;1122.51;0.116615888
4913;2015;8;12;17;157.965;1122.51;0.140724804
4914;2015;8;12;18;187.6125;1122.51;0.167136596
4915;2015;8;12;19;201.955;1122.51;0.179913765
4916;2015;8;12;20;219.4925;1122.51;0.195537234
4917;2015;8;12;21;244.9725;1122.51;0.218236363
4918;2015;8;12;22;267.6575;1122.51;0.238445537
4919;2015;8;12;23;292.67;1122.51;0.26072819
4920;2015;8;13;0;306.2725;1122.51;0.272846122
4921;2015;8;13;1;279.0475;1122.51;0.24859244
4922;2015;8;13;2;271.18;1122.51;0.241583594
4923;2015;8;13;3;278.195;1122.51;0.247832981
4924;2015;8;13;4;270.06;1122.51;0.24058583
4925;2015;8;13;5;255.9725;1122.51;0.22803583
4926;2015;8;13;6;248.6425;1122.51;0.221505822
4927;2015;8;13;7;239.2975;1122.51;0.213180729
4928;2015;8;13;8;201.9925;1122.51;0.179947172
4929;2015;8;13;9;136.055;1122.51;0.121206047
4930;2015;8;13;10;118.92;1122.51;0.10594115
4931;2015;8;13;11;85.9425;1122.51;0.076562792
4932;2015;8;13;12;126.9175;1122.51;0.113065808
4933;2015;8;13;13;156.605;1122.51;0.139513234
4934;2015;8;13;14;154.81;1122.51;0.137914139
4935;2015;8;13;15;171.0125;1122.51;0.152348309
4936;2015;8;13;16;227.0775;1122.51;0.202294412
4937;2015;8;13;17;274.975;1122.51;0.24496441
4938;2015;8;13;18;441.1925;1122.51;0.393041042
4939;2015;8;13;19;278.505;1122.51;0.248109148
4940;2015;8;13;20;123.1575;1122.51;0.109716172
4941;2015;8;13;21;115.5975;1122.51;0.102981265
4942;2015;8;13;22;142.155;1122.51;0.126640297
4943;2015;8;13;23;167.6125;1122.51;0.149319382
4944;2015;8;14;0;249.61;1122.51;0.222367729
4945;2015;8;14;1;249.9975;1122.51;0.222712938
4946;2015;8;14;2;185.3025;1122.51;0.165078708
4947;2015;8;14;3;186.9025;1122.51;0.166504085
4948;2015;8;14;4;207.7325;1122.51;0.185060712
4949;2015;8;14;5;164.7375;1122.51;0.146758158
4950;2015;8;14;6;156.2525;1122.51;0.139199205
4951;2015;8;14;7;124.24;1122.51;0.110680528
4952;2015;8;14;8;112.9325;1122.51;0.100607122
4953;2015;8;14;9;112.585;1122.51;0.100297547
4954;2015;8;14;10;102.8975;1122.51;0.091667335
4955;2015;8;14;11;66.5275;1122.51;0.059266733
4956;2015;8;14;12;61.5;1122.51;0.054787931
4957;2015;8;14;13;64.5775;1122.51;0.057529554
4958;2015;8;14;14;95.4125;1122.51;0.084999243
4959;2015;8;14;15;112.4125;1122.51;0.100143874
4960;2015;8;14;16;102.795;1122.51;0.091576022
4961;2015;8;14;17;139.4525;1122.51;0.124232746
4962;2015;8;14;18;121.1325;1122.51;0.107912179
4963;2015;8;14;19;72.9175;1122.51;0.064959332
4964;2015;8;14;20;64.23;1122.51;0.05721998
4965;2015;8;14;21;76.1175;1122.51;0.067810086
4966;2015;8;14;22;84.9575;1122.51;0.075685295
4967;2015;8;14;23;73.6;1122.51;0.065567345
4968;2015;8;15;0;133.71;1122.51;0.119116979
4969;2015;8;15;1;159.7;1122.51;0.142270447
4970;2015;8;15;2;147.79;1122.51;0.131660297
4971;2015;8;15;3;137.895;1122.51;0.122845231
4972;2015;8;15;4;136.8775;1122.51;0.12193878
4973;2015;8;15;5;72.16;1122.51;0.064284505
4974;2015;8;15;6;42.165;1122.51;0.03756314
4975;2015;8;15;7;32.065;1122.51;0.028565447
4976;2015;8;15;8;32.565;1122.51;0.029010877
4977;2015;8;15;9;48.5125;1122.51;0.043217878
4978;2015;8;15;10;76.5025;1122.51;0.068153068
4979;2015;8;15;11;98.3025;1122.51;0.08757383
4980;2015;8;15;12;164.0825;1122.51;0.146174644
4981;2015;8;15;13;237.2175;1122.51;0.211327739
4982;2015;8;15;14;254.885;1122.51;0.227067019
4983;2015;8;15;15;273.6275;1122.51;0.243763975
4984;2015;8;15;16;283.8225;1122.51;0.2528463
4985;2015;8;15;17;259.565;1122.51;0.231236247
4986;2015;8;15;18;211.16;1122.51;0.188114137
4987;2015;8;15;19;169.9225;1122.51;0.151377271
4988;2015;8;15;20;129.4375;1122.51;0.115310777
4989;2015;8;15;21;97.0625;1122.51;0.086469163
4990;2015;8;15;22;75.8325;1122.51;0.067556191
4991;2015;8;15;23;62.6475;1122.51;0.055810193
4992;2015;8;16;0;53.6925;1122.51;0.047832536
4993;2015;8;16;1;52.9975;1122.51;0.047213388
4994;2015;8;16;2;49.215;1122.51;0.043843707
4995;2015;8;16;3;53.305;1122.51;0.047487328
4996;2015;8;16;4;54.7825;1122.51;0.048803574
4997;2015;8;16;5;58.7;1122.51;0.052293521
4998;2015;8;16;6;66.905;1122.51;0.059603032
4999;2015;8;16;7;69.2025;1122.51;0.061649785
5000;2015;8;16;8;66.1375;1122.51;0.058919297
5001;2015;8;16;9;53.6925;1122.51;0.047832536
5002;2015;8;16;10;73.1225;1122.51;0.065141959
5003;2015;8;16;11;88.79;1122.51;0.079099518
5004;2015;8;16;12;95.2925;1122.51;0.084892339
5005;2015;8;16;13;111.385;1122.51;0.099228515
5006;2015;8;16;14;124.3725;1122.51;0.110798567
5007;2015;8;16;15;132.4775;1122.51;0.118018993
5008;2015;8;16;16;131.8975;1122.51;0.117502294
5009;2015;8;16;17;133.535;1122.51;0.118961078
5010;2015;8;16;18;136.68;1122.51;0.121762835
5011;2015;8;16;19;128.12;1122.51;0.114137068
5012;2015;8;16;20;128.565;1122.51;0.114533501
5013;2015;8;16;21;154.9275;1122.51;0.138018815
5014;2015;8;16;22;141.56;1122.51;0.126110235
5015;2015;8;16;23;116.9275;1122.51;0.10416611
5016;2015;8;17;0;87.215;1122.51;0.077696413
5017;2015;8;17;1;89.9075;1122.51;0.080095055
5018;2015;8;17;2;84.255;1122.51;0.075059465
5019;2015;8;17;3;100.9375;1122.51;0.089921248
5020;2015;8;17;4;124.005;1122.51;0.110471176
5021;2015;8;17;5;112.585;1122.51;0.100297547
5022;2015;8;17;6;99.4075;1122.51;0.088558231
5023;2015;8;17;7;108.3425;1122.51;0.096518071
5024;2015;8;17;8;104.9975;1122.51;0.093538142
5025;2015;8;17;9;75.0775;1122.51;0.066883591
5026;2015;8;17;10;58.14;1122.51;0.051794639
5027;2015;8;17;11;63.3925;1122.51;0.056473884
5028;2015;8;17;12;70.235;1122.51;0.062569598
5029;2015;8;17;13;81.8025;1122.51;0.072874629
5030;2015;8;17;14;86.73;1122.51;0.077264345
5031;2015;8;17;15;96.2525;1122.51;0.085747566
5032;2015;8;17;16;95.67;1122.51;0.085228639
5033;2015;8;17;17;100.3375;1122.51;0.089386732
5034;2015;8;17;18;87.525;1122.51;0.077972579
5035;2015;8;17;19;62.3775;1122.51;0.055569661
5036;2015;8;17;20;88.8425;1122.51;0.079146288
5037;2015;8;17;21;85.3425;1122.51;0.076028276
5038;2015;8;17;22;92.6725;1122.51;0.082558285
5039;2015;8;17;23;97.92;1122.51;0.087233076
5040;2015;8;18;0;110.0675;1122.51;0.098054806
5041;2015;8;18;1;128.5475;1122.51;0.114517911
5042;2015;8;18;2;148.1925;1122.51;0.132018868
5043;2015;8;18;3;178.2025;1122.51;0.158753597
5044;2015;8;18;4;197.96;1122.51;0.176354776
5045;2015;8;18;5;163.8975;1122.51;0.146009835
5046;2015;8;18;6;116.61;1122.51;0.103883262
5047;2015;8;18;7;112.0475;1122.51;0.09981871
5048;2015;8;18;8;108.0375;1122.51;0.096246359
5049;2015;8;18;9;111.64;1122.51;0.099455684
5050;2015;8;18;10;114.9525;1122.51;0.10240666
5051;2015;8;18;11;94.2225;1122.51;0.083939119
5052;2015;8;18;12;138.005;1122.51;0.122943225
5053;2015;8;18;13;160.855;1122.51;0.143299392
5054;2015;8;18;14;162.115;1122.51;0.144421876
5055;2015;8;18;15;193.015;1122.51;0.17194947
5056;2015;8;18;16;210.49;1122.51;0.18751726
5057;2015;8;18;17;151.7975;1122.51;0.135230421
5058;2015;8;18;18;110.9175;1122.51;0.098812037
5059;2015;8;18;19;78.8775;1122.51;0.070268862
5060;2015;8;18;20;48.0825;1122.51;0.042834808
5061;2015;8;18;21;34;1122.51;0.030289262
5062;2015;8;18;22;34.255;1122.51;0.030516432
5063;2015;8;18;23;35.545;1122.51;0.031665642
5064;2015;8;19;0;65.64;1122.51;0.058476094
5065;2015;8;19;1;94.12;1122.51;0.083847805
5066;2015;8;19;2;112.6725;1122.51;0.100375498
5067;2015;8;19;3;136.7525;1122.51;0.121827422
5068;2015;8;19;4;130.7725;1122.51;0.116500076
5069;2015;8;19;5;128.9925;1122.51;0.114914344
5070;2015;8;19;6;133.64;1122.51;0.119054619
5071;2015;8;19;7;130.345;1122.51;0.116119233
5072;2015;8;19;8;119.3375;1122.51;0.106313084
5073;2015;8;19;9;84.905;1122.51;0.075638524
5074;2015;8;19;10;48.7;1122.51;0.043384914
5075;2015;8;19;11;50.2525;1122.51;0.044767975
5076;2015;8;19;12;44.0825;1122.51;0.039271365
5077;2015;8;19;13;39.8325;1122.51;0.035485207
5078;2015;8;19;14;36.22;1122.51;0.032266973
5079;2015;8;19;15;26.6625;1122.51;0.023752572
5080;2015;8;19;16;15.7825;1122.51;0.014060008
5081;2015;8;19;17;8.5625;1122.51;0.007627994
5082;2015;8;19;18;6.6125;1122.51;0.005890816
5083;2015;8;19;19;10.7975;1122.51;0.009619068
5084;2015;8;19;20;25.7625;1122.51;0.022950798
5085;2015;8;19;21;55.94;1122.51;0.049834745
5086;2015;8;19;22;112.9625;1122.51;0.100633847
5087;2015;8;19;23;182.2175;1122.51;0.162330402
5088;2015;8;20;0;277.03;1122.51;0.246795129
5089;2015;8;20;1;325.3875;1122.51;0.289874923
5090;2015;8;20;2;373.1625;1122.51;0.332435791
5091;2015;8;20;3;331.745;1122.51;0.29553857
5092;2015;8;20;4;295.245;1122.51;0.263022156
5093;2015;8;20;5;226.5025;1122.51;0.201782167
5094;2015;8;20;6;186.1725;1122.51;0.165853756
5095;2015;8;20;7;158.645;1122.51;0.141330589
5096;2015;8;20;8;121.02;1122.51;0.107811957
5097;2015;8;20;9;62.64;1122.51;0.055803512
5098;2015;8;20;10;41.37;1122.51;0.036854906
5099;2015;8;20;11;46.575;1122.51;0.041491835
5100;2015;8;20;12;42.98;1122.51;0.038289191
5101;2015;8;20;13;53.9975;1122.51;0.048104249
5102;2015;8;20;14;52.2125;1122.51;0.046514062
5103;2015;8;20;15;40.08;1122.51;0.035705695
5104;2015;8;20;16;36.5575;1122.51;0.032567639
5105;2015;8;20;17;26.8275;1122.51;0.023899564
5106;2015;8;20;18;16.5575;1122.51;0.014750425
5107;2015;8;20;19;13.4175;1122.51;0.011953123
5108;2015;8;20;20;13.95;1122.51;0.012427506
5109;2015;8;20;21;15.385;1122.51;0.013705891
5110;2015;8;20;22;18.14;1122.51;0.016160212
5111;2015;8;20;23;22.695;1122.51;0.020218083
5112;2015;8;21;0;14.04;1122.51;0.012507684
5113;2015;8;21;1;14.8275;1122.51;0.013209236
5114;2015;8;21;2;15.1725;1122.51;0.013516583
5115;2015;8;21;3;16.675;1122.51;0.014855102
5116;2015;8;21;4;19.0125;1122.51;0.016937488
5117;2015;8;21;5;22.425;1122.51;0.01997755
5118;2015;8;21;6;33.2025;1122.51;0.029578801
5119;2015;8;21;7;37.605;1122.51;0.033500815
5120;2015;8;21;8;36.415;1122.51;0.032440691
5121;2015;8;21;9;19;1122.51;0.016926353
5122;2015;8;21;10;12.6925;1122.51;0.011307249
5123;2015;8;21;11;15.2075;1122.51;0.013547763
5124;2015;8;21;12;19.6375;1122.51;0.017494276
5125;2015;8;21;13;18.1125;1122.51;0.016135714
5126;2015;8;21;14;15.58;1122.51;0.013879609
5127;2015;8;21;15;13.9175;1122.51;0.012398553
5128;2015;8;21;16;12.615;1122.51;0.011238207
5129;2015;8;21;17;12.09;1122.51;0.010770505
5130;2015;8;21;18;13.6625;1122.51;0.012171384
5131;2015;8;21;19;16.25;1122.51;0.014476486
5132;2015;8;21;20;26.485;1122.51;0.023594445
5133;2015;8;21;21;55.0375;1122.51;0.049030744
5134;2015;8;21;22;99.4575;1122.51;0.088602774
5135;2015;8;21;23;122.7275;1122.51;0.109333102
5136;2015;8;22;0;134.7775;1122.51;0.120067973
5137;2015;8;22;1;168.145;1122.51;0.149793766
5138;2015;8;22;2;192.8075;1122.51;0.171764617
5139;2015;8;22;3;228.145;1122.51;0.203245405
5140;2015;8;22;4;263.5075;1122.51;0.234748465
5141;2015;8;22;5;304.9625;1122.51;0.271679094
5142;2015;8;22;6;282.5375;1122.51;0.251701544
5143;2015;8;22;7;240.0675;1122.51;0.213866692
5144;2015;8;22;8;177.9975;1122.51;0.15857097
5145;2015;8;22;9;70.5375;1122.51;0.062839084
5146;2015;8;22;10;26.575;1122.51;0.023674622
5147;2015;8;22;11;27.205;1122.51;0.024235864
5148;2015;8;22;12;41.1225;1122.51;0.036634418
5149;2015;8;22;13;72.9125;1122.51;0.064954878
5150;2015;8;22;14;76.865;1122.51;0.068476005
5151;2015;8;22;15;76.025;1122.51;0.067727682
5152;2015;8;22;16;94.82;1122.51;0.084471408
5153;2015;8;22;17;109.73;1122.51;0.09775414
5154;2015;8;22;18;119.2275;1122.51;0.106215089
5155;2015;8;22;19;128.635;1122.51;0.114595861
5156;2015;8;22;20;183.485;1122.51;0.163459568
5157;2015;8;22;21;301.13;1122.51;0.268264871
5158;2015;8;22;22;387.9725;1122.51;0.345629438
5159;2015;8;22;23;480.5825;1122.51;0.428132043
5160;2015;8;23;0;535.5225;1122.51;0.477075928
5161;2015;8;23;1;526.84;1122.51;0.46934103
5162;2015;8;23;2;517.245;1122.51;0.460793222
5163;2015;8;23;3;495.2875;1122.51;0.441232149
5164;2015;8;23;4;468.29;1122.51;0.417181139
5165;2015;8;23;5;483.86;1122.51;0.431051839
5166;2015;8;23;6;475.5825;1122.51;0.42367774
5167;2015;8;23;7;467.7375;1122.51;0.416688938
5168;2015;8;23;8;424.4875;1122.51;0.378159215
5169;2015;8;23;9;379.1025;1122.51;0.337727504
5170;2015;8;23;10;408.7675;1122.51;0.364154885
5171;2015;8;23;11;486.5775;1122.51;0.433472753
5172;2015;8;23;12;500.665;1122.51;0.446022753
5173;2015;8;23;13;439.7625;1122.51;0.391767111
5174;2015;8;23;14;381.8175;1122.51;0.34014619
5175;2015;8;23;15;320.905;1122.51;0.28588164
5176;2015;8;23;16;260.86;1122.51;0.232389912
5177;2015;8;23;17;123.26;1122.51;0.109807485
5178;2015;8;23;18;88.855;1122.51;0.079157424
5179;2015;8;23;19;54.9775;1122.51;0.048977292
5180;2015;8;23;20;49.6575;1122.51;0.044237913
5181;2015;8;23;21;49.8775;1122.51;0.044433903
5182;2015;8;23;22;57.055;1122.51;0.050828055
5183;2015;8;23;23;68.7125;1122.51;0.061213263
5184;2015;8;24;0;59.69;1122.51;0.053175473
5185;2015;8;24;1;56.2025;1122.51;0.050068596
5186;2015;8;24;2;49.4225;1122.51;0.044028561
5187;2015;8;24;3;45.11;1122.51;0.040186724
5188;2015;8;24;4;47.96;1122.51;0.042725677
5189;2015;8;24;5;76.735;1122.51;0.068360193
5190;2015;8;24;6;110.6375;1122.51;0.098562596
5191;2015;8;24;7;189.725;1122.51;0.169018539
5192;2015;8;24;8;171.47;1122.51;0.152755877
5193;2015;8;24;9;171.4525;1122.51;0.152740287
5194;2015;8;24;10;223.155;1122.51;0.198800011
5195;2015;8;24;11;290.7975;1122.51;0.259060053
5196;2015;8;24;12;390.4225;1122.51;0.347812046
5197;2015;8;24;13;538.5725;1122.51;0.479793053
5198;2015;8;24;14;602.2525;1122.51;0.53652306
5199;2015;8;24;15;662.065;1122.51;0.589807663
5200;2015;8;24;16;688.39;1122.51;0.61325957
5201;2015;8;24;17;723.3875;1122.51;0.644437466
5202;2015;8;24;18;727.3075;1122.51;0.64792964
5203;2015;8;24;19;739.96;1122.51;0.659201254
5204;2015;8;24;20;747.58;1122.51;0.665989613
5205;2015;8;24;21;771.1925;1122.51;0.68702506
5206;2015;8;24;22;790.8825;1122.51;0.704566106
5207;2015;8;24;23;805.29;1122.51;0.717401181
5208;2015;8;25;0;742.08;1122.51;0.661089879
5209;2015;8;25;1;735.88;1122.51;0.655566543
5210;2015;8;25;2;735.1975;1122.51;0.65495853
5211;2015;8;25;3;729.02;1122.51;0.649455239
5212;2015;8;25;4;671.2575;1122.51;0.5979969
5213;2015;8;25;5;611.2375;1122.51;0.544527443
5214;2015;8;25;6;594.88;1122.51;0.52995519
5215;2015;8;25;7;541.9925;1122.51;0.482839797
5216;2015;8;25;8;510.2675;1122.51;0.454577242
5217;2015;8;25;9;462.525;1122.51;0.412045327
5218;2015;8;25;10;407.1175;1122.51;0.362684965
5219;2015;8;25;11;381.045;1122.51;0.339458
5220;2015;8;25;12;398.8875;1122.51;0.355353182
5221;2015;8;25;13;485.7975;1122.51;0.432777882
5222;2015;8;25;14;503.825;1122.51;0.448837872
5223;2015;8;25;15;534.3875;1122.51;0.476064801
5224;2015;8;25;16;612.065;1122.51;0.54526463
5225;2015;8;25;17;646.5525;1122.51;0.575988187
5226;2015;8;25;18;716.815;1122.51;0.638582284
5227;2015;8;25;19;771.07;1122.51;0.686915929
5228;2015;8;25;20;759.5375;1122.51;0.676642079
5229;2015;8;25;21;715.3275;1122.51;0.637257129
5230;2015;8;25;22;736.625;1122.51;0.656230234
5231;2015;8;25;23;755.395;1122.51;0.672951689
5232;2015;8;26;0;717.9425;1122.51;0.63958673
5233;2015;8;26;1;593.805;1122.51;0.528997514
5234;2015;8;26;2;463.04;1122.51;0.41250412
5235;2015;8;26;3;408.5;1122.51;0.36391658
5236;2015;8;26;4;398.7175;1122.51;0.355201735
5237;2015;8;26;5;417.08;1122.51;0.371560164
5238;2015;8;26;6;432.625;1122.51;0.385408593
5239;2015;8;26;7;456.94;1122.51;0.40706987
5240;2015;8;26;8;465.46;1122.51;0.414660003
5241;2015;8;26;9;471.5625;1122.51;0.42009648
5242;2015;8;26;10;564.5675;1122.51;0.502950976
5243;2015;8;26;11;614.1125;1122.51;0.547088667
5244;2015;8;26;12;566.87;1122.51;0.505002183
5245;2015;8;26;13;531.395;1122.51;0.473398901
5246;2015;8;26;14;541.6075;1122.51;0.482496815
5247;2015;8;26;15;582.7425;1122.51;0.519142368
5248;2015;8;26;16;602.085;1122.51;0.536373841
5249;2015;8;26;17;548.6375;1122.51;0.488759566
5250;2015;8;26;18;547.4275;1122.51;0.487681624
5251;2015;8;26;19;658.0975;1122.51;0.586273174
5252;2015;8;26;20;666.5825;1122.51;0.593832126
5253;2015;8;26;21;461.53;1122.51;0.411158921
5254;2015;8;26;22;373.8725;1122.51;0.333068302
5255;2015;8;26;23;408.5375;1122.51;0.363949987
5256;2015;8;27;0;469.54;1122.51;0.418294715
5257;2015;8;27;1;451.6675;1122.51;0.402372807
5258;2015;8;27;2;491.4125;1122.51;0.437780064
5259;2015;8;27;3;395.7575;1122.51;0.352564788
5260;2015;8;27;4;296.385;1122.51;0.264037737
5261;2015;8;27;5;211.89;1122.51;0.188764465
5262;2015;8;27;6;252.92;1122.51;0.225316478
5263;2015;8;27;7;348.6475;1122.51;0.310596342
5264;2015;8;27;8;355.8825;1122.51;0.317041719
5265;2015;8;27;9;325.155;1122.51;0.289667798
5266;2015;8;27;10;237.5225;1122.51;0.211599451
5267;2015;8;27;11;293.6125;1122.51;0.261567826
5268;2015;8;27;12;226.025;1122.51;0.201356781
5269;2015;8;27;13;197.025;1122.51;0.175521822
5270;2015;8;27;14;185.8375;1122.51;0.165555318
5271;2015;8;27;15;160.6725;1122.51;0.143136809
5272;2015;8;27;16;140.7775;1122.51;0.125413137
5273;2015;8;27;17;111.51;1122.51;0.099339872
5274;2015;8;27;18;80.5675;1122.51;0.071774416
5275;2015;8;27;19;65.37;1122.51;0.058235561
5276;2015;8;27;20;53.955;1122.51;0.048066387
5277;2015;8;27;21;46.6725;1122.51;0.041578694
5278;2015;8;27;22;45.305;1122.51;0.040360442
5279;2015;8;27;23;50.085;1122.51;0.044618756
5280;2015;8;28;0;54.8525;1122.51;0.048865934
5281;2015;8;28;1;57.6675;1122.51;0.051373707
5282;2015;8;28;2;54.43;1122.51;0.048489546
5283;2015;8;28;3;48.25;1122.51;0.042984027
5284;2015;8;28;4;66.335;1122.51;0.059095242
5285;2015;8;28;5;58.235;1122.51;0.051879271
5286;2015;8;28;6;46.475;1122.51;0.041402749
5287;2015;8;28;7;29.9075;1122.51;0.026643415
5288;2015;8;28;8;18.6325;1122.51;0.016598961
5289;2015;8;28;9;8.1125;1122.51;0.007227107
5290;2015;8;28;10;5.76;1122.51;0.005131357
5291;2015;8;28;11;6.895;1122.51;0.006142484
5292;2015;8;28;12;7.245;1122.51;0.006454285
5293;2015;8;28;13;6.63;1122.51;0.005906406
5294;2015;8;28;14;5.9875;1122.51;0.005334028
5295;2015;8;28;15;5.7075;1122.51;0.005084587
5296;2015;8;28;16;4.7175;1122.51;0.004202635
5297;2015;8;28;17;6.69;1122.51;0.005959858
5298;2015;8;28;18;6.935;1122.51;0.006178119
5299;2015;8;28;19;5.38;1122.51;0.00479283
5300;2015;8;28;20;4.8925;1122.51;0.004358536
5301;2015;8;28;21;3.7675;1122.51;0.003356318
5302;2015;8;28;22;6.7875;1122.51;0.006046717
5303;2015;8;28;23;5.6475;1122.51;0.005031136
5304;2015;8;29;0;5.025;1122.51;0.004476575
5305;2015;8;29;1;4.7125;1122.51;0.004198181
5306;2015;8;29;2;7.995;1122.51;0.007122431
5307;2015;8;29;3;12.75;1122.51;0.011358473
5308;2015;8;29;4;13.2075;1122.51;0.011766042
5309;2015;8;29;5;13.4225;1122.51;0.011957577
5310;2015;8;29;6;22.7575;1122.51;0.020273761
5311;2015;8;29;7;37.0225;1122.51;0.032981889
5312;2015;8;29;8;35.47;1122.51;0.031598828
5313;2015;8;29;9;18.2925;1122.51;0.016296069
5314;2015;8;29;10;7.09;1122.51;0.006316202
5315;2015;8;29;11;6.0275;1122.51;0.005369663
