Timestep;Y;M;D;H;AvgOfRealTime
865;2015;2;25;0;10755.25
866;2015;2;25;1;10265.00
867;2015;2;25;2;9953.25
868;2015;2;25;3;9827.50
869;2015;2;25;4;9811.25
870;2015;2;25;5;10256.25
871;2015;2;25;6;11313.50
872;2015;2;25;7;12108.50
873;2015;2;25;8;12232.25
874;2015;2;25;9;12462.50
875;2015;2;25;10;12616.50
876;2015;2;25;11;12725.75
877;2015;2;25;12;12462.75
878;2015;2;25;13;12579.00
879;2015;2;25;14;12489.75
880;2015;2;25;15;12475.75
881;2015;2;25;16;12370.75
882;2015;2;25;17;12409.75
883;2015;2;25;18;12830.00
884;2015;2;25;19;12684.25
885;2015;2;25;20;12050.00
886;2015;2;25;21;11480.50
887;2015;2;25;22;11598.25
888;2015;2;25;23;11544.25
889;2015;2;26;0;10851.25
890;2015;2;26;1;10282.75
891;2015;2;26;2;9958.75
892;2015;2;26;3;9765.75
893;2015;2;26;4;9766.25
894;2015;2;26;5;10193.25
895;2015;2;26;6;11341.50
896;2015;2;26;7;12001.50
897;2015;2;26;8;12135.50
898;2015;2;26;9;12386.25
899;2015;2;26;10;12419.00
900;2015;2;26;11;12476.00
901;2015;2;26;12;12188.25
902;2015;2;26;13;12278.00
903;2015;2;26;14;12156.50
904;2015;2;26;15;12196.25
905;2015;2;26;16;12134.00
906;2015;2;26;17;12331.75
907;2015;2;26;18;12778.75
908;2015;2;26;19;12608.00
909;2015;2;26;20;11961.75
910;2015;2;26;21;11336.00
911;2015;2;26;22;11513.25
912;2015;2;26;23;11414.00
913;2015;2;27;0;10602.25
914;2015;2;27;1;10037.50
915;2015;2;27;2;9642.75
916;2015;2;27;3;9509.25
917;2015;2;27;4;9601.25
918;2015;2;27;5;10058.50
919;2015;2;27;6;11221.00
920;2015;2;27;7;11936.00
921;2015;2;27;8;11994.25
922;2015;2;27;9;12196.50
923;2015;2;27;10;12240.50
924;2015;2;27;11;12241.25
925;2015;2;27;12;11972.50
926;2015;2;27;13;11893.00
927;2015;2;27;14;11713.75
928;2015;2;27;15;11523.75
929;2015;2;27;16;11389.75
930;2015;2;27;17;11448.50
931;2015;2;27;18;11851.00
932;2015;2;27;19;12006.75
933;2015;2;27;20;11485.50
934;2015;2;27;21;11047.75
935;2015;2;27;22;11380.25
936;2015;2;27;23;11387.00
937;2015;2;28;0;10688.50
938;2015;2;28;1;10243.00
939;2015;2;28;2;9729.75
940;2015;2;28;3;9482.25
941;2015;2;28;4;9326.00
942;2015;2;28;5;9342.25
943;2015;2;28;6;9653.50
944;2015;2;28;7;9745.50
945;2015;2;28;8;10213.75
946;2015;2;28;9;10760.50
947;2015;2;28;10;10924.25
948;2015;2;28;11;11010.50
949;2015;2;28;12;10848.00
950;2015;2;28;13;10615.75
951;2015;2;28;14;10395.25
952;2015;2;28;15;10347.00
953;2015;2;28;16;10239.00
954;2015;2;28;17;10484.25
955;2015;2;28;18;11141.00
956;2015;2;28;19;11155.50
957;2015;2;28;20;10666.75
958;2015;2;28;21;10143.25
959;2015;2;28;22;10292.50
960;2015;2;28;23;10331.50
961;2015;3;1;0;9783.50
962;2015;3;1;1;9273.75
963;2015;3;1;2;8901.25
964;2015;3;1;3;8555.25
965;2015;3;1;4;8527.50
966;2015;3;1;5;8540.75
967;2015;3;1;6;8739.50
968;2015;3;1;7;8672.00
969;2015;3;1;8;8999.00
970;2015;3;1;9;9592.75
971;2015;3;1;10;9943.75
972;2015;3;1;11;10202.25
973;2015;3;1;12;10337.50
974;2015;3;1;13;10051.75
975;2015;3;1;14;9766.00
976;2015;3;1;15;9640.75
977;2015;3;1;16;9484.75
978;2015;3;1;17;9769.25
979;2015;3;1;18;10556.50
980;2015;3;1;19;11079.00
981;2015;3;1;20;10828.00
982;2015;3;1;21;10355.75
983;2015;3;1;22;10249.00
984;2015;3;1;23;10132.00
985;2015;3;2;0;9530.00
986;2015;3;2;1;9206.75
987;2015;3;2;2;8963.50
988;2015;3;2;3;8856.25
989;2015;3;2;4;9018.75
990;2015;3;2;5;9678.75
991;2015;3;2;6;11041.00
992;2015;3;2;7;11772.25
993;2015;3;2;8;11817.00
994;2015;3;2;9;11944.75
995;2015;3;2;10;11902.00
996;2015;3;2;11;12149.00
997;2015;3;2;12;12049.00
998;2015;3;2;13;12221.00
999;2015;3;2;14;12161.50
1000;2015;3;2;15;12014.25
1001;2015;3;2;16;11824.25
1002;2015;3;2;17;11901.00
1003;2015;3;2;18;12348.00
1004;2015;3;2;19;12747.50
1005;2015;3;2;20;12134.50
1006;2015;3;2;21;11396.25
1007;2015;3;2;22;11423.25
1008;2015;3;2;23;11381.25
1009;2015;3;3;0;10725.00
1010;2015;3;3;1;10256.75
1011;2015;3;3;2;9864.00
1012;2015;3;3;3;9615.75
1013;2015;3;3;4;9668.50
1014;2015;3;3;5;10099.75
1015;2015;3;3;6;11334.75
1016;2015;3;3;7;12185.75
1017;2015;3;3;8;12330.00
1018;2015;3;3;9;12513.25
1019;2015;3;3;10;12503.75
1020;2015;3;3;11;12627.50
1021;2015;3;3;12;12416.50
1022;2015;3;3;13;12480.75
1023;2015;3;3;14;12426.75
1024;2015;3;3;15;12350.25
1025;2015;3;3;16;12222.50
1026;2015;3;3;17;12205.00
1027;2015;3;3;18;12574.75
1028;2015;3;3;19;12747.25
1029;2015;3;3;20;12123.00
1030;2015;3;3;21;11510.00
1031;2015;3;3;22;11588.50
1032;2015;3;3;23;11511.50
1033;2015;3;4;0;10881.25
1034;2015;3;4;1;10379.00
1035;2015;3;4;2;10082.50
1036;2015;3;4;3;9812.25
1037;2015;3;4;4;9893.00
1038;2015;3;4;5;10356.75
1039;2015;3;4;6;11522.50
1040;2015;3;4;7;12067.50
1041;2015;3;4;8;12101.00
1042;2015;3;4;9;12292.00
1043;2015;3;4;10;12324.50
1044;2015;3;4;11;12363.00
1045;2015;3;4;12;12286.00
1046;2015;3;4;13;12288.50
1047;2015;3;4;14;12317.25
1048;2015;3;4;15;12246.00
1049;2015;3;4;16;11961.25
1050;2015;3;4;17;12063.50
1051;2015;3;4;18;12435.00
1052;2015;3;4;19;12715.50
1053;2015;3;4;20;11994.50
1054;2015;3;4;21;11461.75
1055;2015;3;4;22;11538.75
1056;2015;3;4;23;11507.75
1057;2015;3;5;0;10923.25
1058;2015;3;5;1;10364.75
1059;2015;3;5;2;9993.50
1060;2015;3;5;3;9776.75
1061;2015;3;5;4;9802.00
1062;2015;3;5;5;10313.25
1063;2015;3;5;6;11511.00
1064;2015;3;5;7;12069.75
1065;2015;3;5;8;12019.75
1066;2015;3;5;9;12196.50
1067;2015;3;5;10;12157.25
1068;2015;3;5;11;12295.00
1069;2015;3;5;12;12044.25
1070;2015;3;5;13;12008.25
1071;2015;3;5;14;11841.75
1072;2015;3;5;15;11810.75
1073;2015;3;5;16;11594.75
1074;2015;3;5;17;11796.75
1075;2015;3;5;18;12208.75
1076;2015;3;5;19;12483.75
1077;2015;3;5;20;11890.50
1078;2015;3;5;21;11298.00
1079;2015;3;5;22;11340.50
1080;2015;3;5;23;11212.75
1081;2015;3;6;0;10544.50
1082;2015;3;6;1;10165.50
1083;2015;3;6;2;9804.25
1084;2015;3;6;3;9612.75
1085;2015;3;6;4;9726.75
1086;2015;3;6;5;10163.25
1087;2015;3;6;6;11288.50
1088;2015;3;6;7;11844.00
1089;2015;3;6;8;12055.00
1090;2015;3;6;9;12304.00
1091;2015;3;6;10;12199.50
1092;2015;3;6;11;12166.25
1093;2015;3;6;12;11911.25
1094;2015;3;6;13;11983.75
1095;2015;3;6;14;11725.50
1096;2015;3;6;15;11608.50
1097;2015;3;6;16;11432.00
1098;2015;3;6;17;11429.00
1099;2015;3;6;18;11752.75
1100;2015;3;6;19;11968.25
1101;2015;3;6;20;11405.50
1102;2015;3;6;21;10763.50
1103;2015;3;6;22;11035.50
1104;2015;3;6;23;10967.25
1105;2015;3;7;0;10401.50
1106;2015;3;7;1;9761.00
1107;2015;3;7;2;9317.50
1108;2015;3;7;3;9105.25
1109;2015;3;7;4;9010.00
1110;2015;3;7;5;8976.00
1111;2015;3;7;6;9288.25
1112;2015;3;7;7;9390.75
1113;2015;3;7;8;9973.75
1114;2015;3;7;9;10565.75
1115;2015;3;7;10;10598.75
1116;2015;3;7;11;10582.75
1117;2015;3;7;12;10503.25
1118;2015;3;7;13;10280.50
1119;2015;3;7;14;10157.00
1120;2015;3;7;15;9872.00
1121;2015;3;7;16;9801.25
1122;2015;3;7;17;9982.25
1123;2015;3;7;18;10479.75
1124;2015;3;7;19;10849.00
1125;2015;3;7;20;10379.00
1126;2015;3;7;21;9968.75
1127;2015;3;7;22;10087.25
1128;2015;3;7;23;10161.00
1129;2015;3;8;0;9620.50
1130;2015;3;8;1;9110.75
1131;2015;3;8;2;8737.25
1132;2015;3;8;3;8481.75
1133;2015;3;8;4;8481.25
1134;2015;3;8;5;8424.50
1135;2015;3;8;6;8593.00
1136;2015;3;8;7;8559.50
1137;2015;3;8;8;8985.75
1138;2015;3;8;9;9507.50
1139;2015;3;8;10;9657.25
1140;2015;3;8;11;9739.75
1141;2015;3;8;12;9704.75
1142;2015;3;8;13;9314.50
1143;2015;3;8;14;9048.50
1144;2015;3;8;15;8913.75
1145;2015;3;8;16;8850.25
1146;2015;3;8;17;9200.00
1147;2015;3;8;18;9895.50
1148;2015;3;8;19;10664.50
1149;2015;3;8;20;10381.50
1150;2015;3;8;21;9881.00
1151;2015;3;8;22;9868.00
1152;2015;3;8;23;9716.00
1153;2015;3;9;0;9121.00
1154;2015;3;9;1;8701.25
1155;2015;3;9;2;8357.25
1156;2015;3;9;3;8282.25
1157;2015;3;9;4;8395.75
1158;2015;3;9;5;9133.50
1159;2015;3;9;6;10472.75
1160;2015;3;9;7;11370.00
1161;2015;3;9;8;11694.75
1162;2015;3;9;9;11864.50
1163;2015;3;9;10;12020.00
1164;2015;3;9;11;12165.25
1165;2015;3;9;12;11789.25
1166;2015;3;9;13;11812.25
1167;2015;3;9;14;11595.25
1168;2015;3;9;15;11466.75
1169;2015;3;9;16;11363.00
1170;2015;3;9;17;11559.50
1171;2015;3;9;18;11902.50
1172;2015;3;9;19;12203.25
1173;2015;3;9;20;11609.75
1174;2015;3;9;21;10885.75
1175;2015;3;9;22;10966.75
1176;2015;3;9;23;10789.25
1177;2015;3;10;0;10073.25
1178;2015;3;10;1;9543.25
1179;2015;3;10;2;9204.75
1180;2015;3;10;3;9153.25
1181;2015;3;10;4;9207.50
1182;2015;3;10;5;9697.00
1183;2015;3;10;6;10911.25
1184;2015;3;10;7;11677.25
1185;2015;3;10;8;11870.50
1186;2015;3;10;9;12138.75
1187;2015;3;10;10;12078.75
1188;2015;3;10;11;12092.75
1189;2015;3;10;12;11617.50
1190;2015;3;10;13;11762.50
1191;2015;3;10;14;11604.50
1192;2015;3;10;15;11463.25
1193;2015;3;10;16;11333.75
1194;2015;3;10;17;11490.00
1195;2015;3;10;18;11849.75
1196;2015;3;10;19;12308.25
1197;2015;3;10;20;11814.25
1198;2015;3;10;21;11164.75
1199;2015;3;10;22;11029.25
1200;2015;3;10;23;10892.25
1201;2015;3;11;0;10323.00
1202;2015;3;11;1;9769.00
1203;2015;3;11;2;9451.50
1204;2015;3;11;3;9323.50
1205;2015;3;11;4;9488.50
1206;2015;3;11;5;9929.50
1207;2015;3;11;6;11071.25
1208;2015;3;11;7;11746.00
1209;2015;3;11;8;11924.75
1210;2015;3;11;9;12139.00
1211;2015;3;11;10;12132.25
1212;2015;3;11;11;12102.75
1213;2015;3;11;12;11755.50
1214;2015;3;11;13;11570.25
1215;2015;3;11;14;11455.25
1216;2015;3;11;15;11358.00
1217;2015;3;11;16;11164.00
1218;2015;3;11;17;11459.50
1219;2015;3;11;18;11801.50
1220;2015;3;11;19;12259.75
1221;2015;3;11;20;11710.25
1222;2015;3;11;21;11158.75
1223;2015;3;11;22;11191.75
1224;2015;3;11;23;11005.50
1225;2015;3;12;0;10309.25
1226;2015;3;12;1;9783.00
1227;2015;3;12;2;9490.25
1228;2015;3;12;3;9373.25
1229;2015;3;12;4;9514.00
1230;2015;3;12;5;9996.50
1231;2015;3;12;6;11156.50
1232;2015;3;12;7;11735.50
1233;2015;3;12;8;11842.00
1234;2015;3;12;9;11991.50
1235;2015;3;12;10;11858.25
1236;2015;3;12;11;11955.50
1237;2015;3;12;12;11533.50
1238;2015;3;12;13;11370.50
1239;2015;3;12;14;11180.25
1240;2015;3;12;15;11108.25
1241;2015;3;12;16;11054.75
1242;2015;3;12;17;11186.75
1243;2015;3;12;18;11607.25
1244;2015;3;12;19;12123.50
1245;2015;3;12;20;11564.00
1246;2015;3;12;21;10929.00
1247;2015;3;12;22;11009.50
1248;2015;3;12;23;10843.75
1249;2015;3;13;0;10116.50
1250;2015;3;13;1;9584.25
1251;2015;3;13;2;9304.00
1252;2015;3;13;3;9112.50
1253;2015;3;13;4;9277.00
1254;2015;3;13;5;9785.00
1255;2015;3;13;6;10920.25
1256;2015;3;13;7;11530.00
1257;2015;3;13;8;11782.75
1258;2015;3;13;9;11848.50
1259;2015;3;13;10;11764.00
1260;2015;3;13;11;11802.00
1261;2015;3;13;12;11437.00
1262;2015;3;13;13;11258.50
1263;2015;3;13;14;11033.00
1264;2015;3;13;15;10884.50
1265;2015;3;13;16;10821.50
1266;2015;3;13;17;11006.50
1267;2015;3;13;18;11301.75
1268;2015;3;13;19;11739.25
1269;2015;3;13;20;11323.25
1270;2015;3;13;21;10733.75
1271;2015;3;13;22;10914.50
1272;2015;3;13;23;10795.50
1273;2015;3;14;0;10024.00
1274;2015;3;14;1;9444.50
1275;2015;3;14;2;9073.75
1276;2015;3;14;3;8827.75
1277;2015;3;14;4;8669.50
1278;2015;3;14;5;8740.00
1279;2015;3;14;6;9069.75
1280;2015;3;14;7;9303.25
1281;2015;3;14;8;9908.00
1282;2015;3;14;9;10425.75
1283;2015;3;14;10;10493.00
1284;2015;3;14;11;10492.25
1285;2015;3;14;12;10401.25
1286;2015;3;14;13;10131.00
1287;2015;3;14;14;10057.75
1288;2015;3;14;15;10013.50
1289;2015;3;14;16;10078.00
1290;2015;3;14;17;10291.00
1291;2015;3;14;18;10723.50
1292;2015;3;14;19;10978.00
1293;2015;3;14;20;10445.50
1294;2015;3;14;21;9941.25
1295;2015;3;14;22;10046.00
1296;2015;3;14;23;10129.50
1297;2015;3;15;0;9501.00
1298;2015;3;15;1;9038.25
1299;2015;3;15;2;8616.25
1300;2015;3;15;3;8381.50
1301;2015;3;15;4;8350.00
1302;2015;3;15;5;8353.25
1303;2015;3;15;6;8579.25
1304;2015;3;15;7;8555.25
1305;2015;3;15;8;9162.25
1306;2015;3;15;9;9773.25
1307;2015;3;15;10;10116.50
1308;2015;3;15;11;10446.00
1309;2015;3;15;12;10576.75
1310;2015;3;15;13;10198.00
1311;2015;3;15;14;9851.00
1312;2015;3;15;15;9767.00
1313;2015;3;15;16;9677.50
1314;2015;3;15;17;9935.50
1315;2015;3;15;18;10433.00
1316;2015;3;15;19;10892.00
1317;2015;3;15;20;10544.50
1318;2015;3;15;21;10111.00
1319;2015;3;15;22;10122.75
1320;2015;3;15;23;10000.50
1321;2015;3;16;0;9438.75
1322;2015;3;16;1;9063.75
1323;2015;3;16;2;8791.75
1324;2015;3;16;3;8662.50
1325;2015;3;16;4;8830.75
1326;2015;3;16;5;9348.00
1327;2015;3;16;6;10564.50
1328;2015;3;16;7;11268.00
1329;2015;3;16;8;11616.00
1330;2015;3;16;9;11884.50
1331;2015;3;16;10;11785.00
1332;2015;3;16;11;11768.75
1333;2015;3;16;12;11458.00
1334;2015;3;16;13;11366.75
1335;2015;3;16;14;11228.00
1336;2015;3;16;15;11159.00
1337;2015;3;16;16;11041.00
1338;2015;3;16;17;11211.50
1339;2015;3;16;18;11538.50
1340;2015;3;16;19;12118.00
1341;2015;3;16;20;11565.00
1342;2015;3;16;21;10895.25
1343;2015;3;16;22;11026.50
1344;2015;3;16;23;10837.25
1345;2015;3;17;0;10142.75
1346;2015;3;17;1;9659.00
1347;2015;3;17;2;9267.00
1348;2015;3;17;3;9146.25
1349;2015;3;17;4;9258.50
1350;2015;3;17;5;9804.75
1351;2015;3;17;6;10876.75
1352;2015;3;17;7;11563.75
1353;2015;3;17;8;11542.75
1354;2015;3;17;9;11350.50
1355;2015;3;17;10;10992.25
1356;2015;3;17;11;10991.00
1357;2015;3;17;12;10869.50
1358;2015;3;17;13;11172.75
1359;2015;3;17;14;11202.00
1360;2015;3;17;15;11083.75
1361;2015;3;17;16;10876.25
1362;2015;3;17;17;11006.25
1363;2015;3;17;18;11318.00
1364;2015;3;17;19;11892.00
1365;2015;3;17;20;11458.50
1366;2015;3;17;21;10831.00
1367;2015;3;17;22;10787.50
1368;2015;3;17;23;10598.00
1369;2015;3;18;0;9924.25
1370;2015;3;18;1;9353.75
1371;2015;3;18;2;9011.25
1372;2015;3;18;3;8870.50
1373;2015;3;18;4;9024.50
1374;2015;3;18;5;9537.00
1375;2015;3;18;6;10637.25
1376;2015;3;18;7;11391.50
1377;2015;3;18;8;11750.00
1378;2015;3;18;9;11908.50
1379;2015;3;18;10;11938.50
1380;2015;3;18;11;11959.75
1381;2015;3;18;12;11690.25
1382;2015;3;18;13;11676.75
1383;2015;3;18;14;11543.25
1384;2015;3;18;15;11356.25
1385;2015;3;18;16;11352.25
1386;2015;3;18;17;11514.00
1387;2015;3;18;18;11773.00
1388;2015;3;18;19;12154.50
1389;2015;3;18;20;11617.00
1390;2015;3;18;21;10970.25
1391;2015;3;18;22;10960.50
1392;2015;3;18;23;10790.25
1393;2015;3;19;0;10139.75
1394;2015;3;19;1;9563.75
1395;2015;3;19;2;9162.50
1396;2015;3;19;3;9015.75
1397;2015;3;19;4;9123.00
1398;2015;3;19;5;9608.25
1399;2015;3;19;6;10668.50
1400;2015;3;19;7;11487.50
1401;2015;3;19;8;11892.25
1402;2015;3;19;9;12162.00
1403;2015;3;19;10;12254.75
1404;2015;3;19;11;12362.50
1405;2015;3;19;12;12149.50
1406;2015;3;19;13;12126.50
1407;2015;3;19;14;12022.75
1408;2015;3;19;15;11922.50
1409;2015;3;19;16;11822.25
1410;2015;3;19;17;12032.75
1411;2015;3;19;18;12164.50
1412;2015;3;19;19;12331.75
1413;2015;3;19;20;11706.25
1414;2015;3;19;21;11140.50
1415;2015;3;19;22;11196.00
1416;2015;3;19;23;11048.75
1417;2015;3;20;0;10335.00
1418;2015;3;20;1;9771.75
1419;2015;3;20;2;9304.50
1420;2015;3;20;3;9156.00
1421;2015;3;20;4;9298.75
1422;2015;3;20;5;9787.00
1423;2015;3;20;6;10807.00
1424;2015;3;20;7;11518.50
1425;2015;3;20;8;11975.50
1426;2015;3;20;9;12192.00
1427;2015;3;20;10;12334.75
1428;2015;3;20;11;12432.50
1429;2015;3;20;12;12020.25
1430;2015;3;20;13;11931.25
1431;2015;3;20;14;11809.50
1432;2015;3;20;15;11697.50
1433;2015;3;20;16;11561.50
1434;2015;3;20;17;11580.00
1435;2015;3;20;18;11690.50
1436;2015;3;20;19;11906.50
1437;2015;3;20;20;11451.50
1438;2015;3;20;21;10830.25
1439;2015;3;20;22;10956.50
1440;2015;3;20;23;10868.50
1441;2015;3;21;0;10311.00
1442;2015;3;21;1;9681.75
1443;2015;3;21;2;9208.50
1444;2015;3;21;3;9065.50
1445;2015;3;21;4;8922.50
1446;2015;3;21;5;8894.00
1447;2015;3;21;6;9059.75
1448;2015;3;21;7;9188.25
1449;2015;3;21;8;9923.25
1450;2015;3;21;9;10453.50
1451;2015;3;21;10;10708.50
1452;2015;3;21;11;10806.75
1453;2015;3;21;12;10807.50
1454;2015;3;21;13;10645.25
1455;2015;3;21;14;10393.25
1456;2015;3;21;15;10265.75
1457;2015;3;21;16;10217.25
1458;2015;3;21;17;10323.00
1459;2015;3;21;18;10633.75
1460;2015;3;21;19;11044.00
1461;2015;3;21;20;10504.75
1462;2015;3;21;21;10133.25
1463;2015;3;21;22;10189.00
1464;2015;3;21;23;10218.00
1465;2015;3;22;0;9675.50
1466;2015;3;22;1;9179.00
1467;2015;3;22;2;8830.25
1468;2015;3;22;3;8579.25
1469;2015;3;22;4;8483.50
1470;2015;3;22;5;8558.75
1471;2015;3;22;6;8655.50
1472;2015;3;22;7;8678.50
1473;2015;3;22;8;9220.75
1474;2015;3;22;9;9881.00
1475;2015;3;22;10;10292.00
1476;2015;3;22;11;10561.00
1477;2015;3;22;12;10643.00
1478;2015;3;22;13;10239.75
1479;2015;3;22;14;9807.00
1480;2015;3;22;15;9579.25
1481;2015;3;22;16;9227.00
1482;2015;3;22;17;9502.25
1483;2015;3;22;18;10017.00
1484;2015;3;22;19;10805.75
1485;2015;3;22;20;10721.50
1486;2015;3;22;21;10322.25
1487;2015;3;22;22;10394.75
1488;2015;3;22;23;10351.75
1489;2015;3;23;0;9798.75
1490;2015;3;23;1;9341.50
1491;2015;3;23;2;9132.50
1492;2015;3;23;3;8951.00
1493;2015;3;23;4;9033.75
1494;2015;3;23;5;9546.25
1495;2015;3;23;6;10725.50
1496;2015;3;23;7;11301.75
1497;2015;3;23;8;11594.00
1498;2015;3;23;9;11868.25
1499;2015;3;23;10;11847.50
1500;2015;3;23;11;11954.50
1501;2015;3;23;12;11586.50
1502;2015;3;23;13;11542.25
1503;2015;3;23;14;11396.75
1504;2015;3;23;15;11308.75
1505;2015;3;23;16;11186.75
1506;2015;3;23;17;11359.25
1507;2015;3;23;18;11587.00
1508;2015;3;23;19;12088.75
1509;2015;3;23;20;11710.00
1510;2015;3;23;21;11069.25
1511;2015;3;23;22;11150.25
1512;2015;3;23;23;11031.00
1513;2015;3;24;0;10423.00
1514;2015;3;24;1;9880.00
1515;2015;3;24;2;9552.75
1516;2015;3;24;3;9370.75
1517;2015;3;24;4;9472.50
1518;2015;3;24;5;10034.50
1519;2015;3;24;6;11013.75
1520;2015;3;24;7;11529.75
1521;2015;3;24;8;11793.75
1522;2015;3;24;9;11840.75
1523;2015;3;24;10;11794.50
1524;2015;3;24;11;11879.75
1525;2015;3;24;12;11597.75
1526;2015;3;24;13;11528.25
1527;2015;3;24;14;11515.00
1528;2015;3;24;15;11540.00
1529;2015;3;24;16;11495.75
1530;2015;3;24;17;11798.75
1531;2015;3;24;18;12023.00
1532;2015;3;24;19;12212.25
1533;2015;3;24;20;11732.50
1534;2015;3;24;21;11098.75
1535;2015;3;24;22;11185.50
1536;2015;3;24;23;11012.75
1537;2015;3;25;0;10266.50
1538;2015;3;25;1;9760.75
1539;2015;3;25;2;9404.25
1540;2015;3;25;3;9254.00
1541;2015;3;25;4;9328.50
1542;2015;3;25;5;9826.50
1543;2015;3;25;6;10943.50
1544;2015;3;25;7;11662.25
1545;2015;3;25;8;12012.75
1546;2015;3;25;9;12305.00
1547;2015;3;25;10;12410.50
1548;2015;3;25;11;12543.50
1549;2015;3;25;12;12410.25
1550;2015;3;25;13;12451.25
1551;2015;3;25;14;12305.50
1552;2015;3;25;15;12181.75
1553;2015;3;25;16;11979.75
1554;2015;3;25;17;11965.25
1555;2015;3;25;18;12013.75
1556;2015;3;25;19;12213.00
1557;2015;3;25;20;11897.50
1558;2015;3;25;21;11252.50
1559;2015;3;25;22;11320.75
1560;2015;3;25;23;11178.75
1561;2015;3;26;0;10471.00
1562;2015;3;26;1;9959.00
1563;2015;3;26;2;9565.75
1564;2015;3;26;3;9420.75
1565;2015;3;26;4;9510.75
1566;2015;3;26;5;9937.75
1567;2015;3;26;6;10896.00
1568;2015;3;26;7;11467.25
1569;2015;3;26;8;11682.50
1570;2015;3;26;9;11883.00
1571;2015;3;26;10;11933.50
1572;2015;3;26;11;12102.00
1573;2015;3;26;12;11997.00
1574;2015;3;26;13;12080.25
1575;2015;3;26;14;12047.00
1576;2015;3;26;15;12048.00
1577;2015;3;26;16;11991.00
1578;2015;3;26;17;12181.75
1579;2015;3;26;18;12190.75
1580;2015;3;26;19;12124.75
1581;2015;3;26;20;11622.75
1582;2015;3;26;21;11041.00
1583;2015;3;26;22;11154.00
1584;2015;3;26;23;11017.75
1585;2015;3;27;0;10419.25
1586;2015;3;27;1;9855.50
1587;2015;3;27;2;9531.25
1588;2015;3;27;3;9399.25
1589;2015;3;27;4;9517.25
1590;2015;3;27;5;9922.75
1591;2015;3;27;6;10824.25
1592;2015;3;27;7;11365.25
1593;2015;3;27;8;11632.75
1594;2015;3;27;9;11828.50
1595;2015;3;27;10;11872.00
1596;2015;3;27;11;11955.00
1597;2015;3;27;12;11749.50
1598;2015;3;27;13;11598.50
1599;2015;3;27;14;11362.75
1600;2015;3;27;15;11218.50
1601;2015;3;27;16;11027.75
1602;2015;3;27;17;11103.00
1603;2015;3;27;18;11109.00
1604;2015;3;27;19;11458.75
1605;2015;3;27;20;11416.50
1606;2015;3;27;21;10927.00
1607;2015;3;27;22;11090.75
1608;2015;3;27;23;11026.25
1609;2015;3;28;0;10443.00
1610;2015;3;28;1;9829.50
1611;2015;3;28;2;9335.25
1612;2015;3;28;3;9084.25
1613;2015;3;28;4;9057.50
1614;2015;3;28;5;9073.25
1615;2015;3;28;6;9174.50
1616;2015;3;28;7;9396.75
1617;2015;3;28;8;9979.25
1618;2015;3;28;9;10618.00
1619;2015;3;28;10;10964.25
1620;2015;3;28;11;11100.50
1621;2015;3;28;12;11095.75
1622;2015;3;28;13;10874.50
1623;2015;3;28;14;10667.25
1624;2015;3;28;15;10455.75
1625;2015;3;28;16;10265.75
1626;2015;3;28;17;10415.00
1627;2015;3;28;18;10673.50
1628;2015;3;28;19;10871.00
1629;2015;3;28;20;10508.25
1630;2015;3;28;21;10038.00
1631;2015;3;28;22;10132.00
1632;2015;3;28;23;10092.50
1633;2015;3;29;0;9411.00
1634;2015;3;29;1;8954.00
1635;2015;3;29;2;8688.88
1636;2015;3;29;3;8423.75
1637;2015;3;29;4;8297.50
1638;2015;3;29;5;8262.25
1639;2015;3;29;6;8433.50
1640;2015;3;29;7;8335.00
1641;2015;3;29;8;8680.75
1642;2015;3;29;9;9334.75
1643;2015;3;29;10;10073.00
1644;2015;3;29;11;10469.25
1645;2015;3;29;12;10634.75
1646;2015;3;29;13;10290.50
1647;2015;3;29;14;10090.25
1648;2015;3;29;15;9978.00
1649;2015;3;29;16;9758.50
1650;2015;3;29;17;9867.75
1651;2015;3;29;18;10201.25
1652;2015;3;29;19;10319.00
1653;2015;3;29;20;10496.75
1654;2015;3;29;21;10215.75
1655;2015;3;29;22;10116.50
1656;2015;3;29;23;10007.25
1657;2015;3;30;0;9500.00
1658;2015;3;30;1;9000.25
1659;2015;3;30;2;8783.75
1660;2015;3;30;3;8638.75
1661;2015;3;30;4;8764.00
1662;2015;3;30;5;9378.25
1663;2015;3;30;6;10491.00
1664;2015;3;30;7;11240.00
1665;2015;3;30;8;11570.00
1666;2015;3;30;9;11855.75
1667;2015;3;30;10;11861.75
1668;2015;3;30;11;12138.50
1669;2015;3;30;12;11868.00
1670;2015;3;30;13;11751.50
1671;2015;3;30;14;11537.50
1672;2015;3;30;15;11551.75
1673;2015;3;30;16;11363.00
1674;2015;3;30;17;11465.50
1675;2015;3;30;18;11492.25
1676;2015;3;30;19;11394.50
1677;2015;3;30;20;11565.25
1678;2015;3;30;21;11134.25
1679;2015;3;30;22;11217.25
1680;2015;3;30;23;11112.75
1681;2015;3;31;0;10325.25
1682;2015;3;31;1;9659.50
1683;2015;3;31;2;9260.25
1684;2015;3;31;3;9054.75
1685;2015;3;31;4;9208.25
1686;2015;3;31;5;9676.25
1687;2015;3;31;6;10716.75
1688;2015;3;31;7;11357.00
1689;2015;3;31;8;11607.75
1690;2015;3;31;9;11923.00
1691;2015;3;31;10;12055.00
1692;2015;3;31;11;12168.50
1693;2015;3;31;12;11983.00
1694;2015;3;31;13;11910.50
