Timestep;Y;M;D;H;real_time_measured_MW;monitored_capacity_MW;capacity_factor
7290;2015;11;19;17;22.95;712.2;0.032224094
7291;2015;11;19;18;93.52;712.2;0.131311429
7292;2015;11;19;19;200.85;712.2;0.282013479
7293;2015;11;19;20;452.17;712.2;0.634891884
7294;2015;11;19;21;524.44;712.2;0.736366189
7295;2015;11;19;22;603.68;712.2;0.847627071
7296;2015;11;19;23;619.98;712.2;0.870513901
7297;2015;11;20;0;616.63;712.2;0.865810166
7298;2015;11;20;1;607.25;712.2;0.852639708
7299;2015;11;20;2;616.48;712.2;0.865599551
7300;2015;11;20;3;624.3;712.2;0.876579612
7301;2015;11;20;4;614.84;712.2;0.863296827
7302;2015;11;20;5;580.65;712.2;0.815290649
7303;2015;11;20;6;562.28;712.2;0.789497332
7304;2015;11;20;7;514.78;712.2;0.722802584
7305;2015;11;20;8;435.59;712.2;0.611611907
7306;2015;11;20;9;442.44;712.2;0.621229992
7307;2015;11;20;10;409.12;712.2;0.574445381
7308;2015;11;20;11;434.03;712.2;0.609421511
7309;2015;11;20;12;349.27;712.2;0.490409997
7310;2015;11;20;13;446.97;712.2;0.627590564
7311;2015;11;20;14;496.07;712.2;0.696531873
7312;2015;11;20;15;522.65;712.2;0.73385285
7313;2015;11;20;16;606.25;712.2;0.851235608
7314;2015;11;20;17;637.86;712.2;0.895619208
7315;2015;11;20;18;661.19;712.2;0.92837686
7316;2015;11;20;19;660.41;712.2;0.927281662
7317;2015;11;20;20;661.7;712.2;0.929092951
7318;2015;11;20;21;662.59;712.2;0.9303426
7319;2015;11;20;22;662.59;712.2;0.9303426
7320;2015;11;20;23;662.17;712.2;0.929752878
7321;2015;11;21;0;662.08;712.2;0.929626509
7322;2015;11;21;1;661.57;712.2;0.928910418
7323;2015;11;21;2;660.16;712.2;0.926930637
7324;2015;11;21;3;660.84;712.2;0.927885425
7325;2015;11;21;4;646.99;712.2;0.908438641
7326;2015;11;21;5;611.2;712.2;0.858185903
7327;2015;11;21;6;638.05;712.2;0.895885987
7328;2015;11;21;7;658.38;712.2;0.92443134
7329;2015;11;21;8;663.09;712.2;0.93104465
7330;2015;11;21;9;662.08;712.2;0.929626509
7331;2015;11;21;10;614.82;712.2;0.863268745
7332;2015;11;21;11;542.88;712.2;0.762257793
7333;2015;11;21;12;549.22;712.2;0.771159787
7334;2015;11;21;13;650.12;712.2;0.912833474
7335;2015;11;21;14;645.08;712.2;0.90575681
7336;2015;11;21;15;534.66;712.2;0.750716091
7337;2015;11;21;16;572.5;712.2;0.803847234
7338;2015;11;21;17;631.61;712.2;0.886843583
7339;2015;11;21;18;657.01;712.2;0.922507723
7340;2015;11;21;19;658;712.2;0.923897782
7341;2015;11;21;20;646.58;712.2;0.90786296
7342;2015;11;21;21;653.92;712.2;0.918169054
7343;2015;11;21;22;598.36;712.2;0.840157259
7344;2015;11;21;23;604.66;712.2;0.849003089
7345;2015;11;22;0;546.42;712.2;0.767228307
7346;2015;11;22;1;544.63;712.2;0.764714968
7347;2015;11;22;2;636.42;712.2;0.893597304
7348;2015;11;22;3;562.01;712.2;0.789118225
7349;2015;11;22;4;470.01;712.2;0.659941028
7350;2015;11;22;5;358.58;712.2;0.503482168
7351;2015;11;22;6;475.13;712.2;0.66713002
7352;2015;11;22;7;355.43;712.2;0.499059253
7353;2015;11;22;8;324.82;712.2;0.456079753
7354;2015;11;22;9;188.25;712.2;0.26432182
7355;2015;11;22;10;328.68;712.2;0.461499579
7356;2015;11;22;11;257.96;712.2;0.362201629
7357;2015;11;22;12;125.85;712.2;0.176705981
7358;2015;11;22;13;113.84;712.2;0.159842741
7359;2015;11;22;14;342.74;712.2;0.481241224
7360;2015;11;22;15;200.46;712.2;0.28146588
7361;2015;11;22;16;479.64;712.2;0.673462511
7362;2015;11;22;17;540.26;712.2;0.758579051
7363;2015;11;22;18;534.94;712.2;0.751109239
7364;2015;11;22;19;418.3;712.2;0.587335018
7365;2015;11;22;20;270.88;712.2;0.3803426
7366;2015;11;22;21;295.18;712.2;0.41446223
7367;2015;11;22;22;313.49;712.2;0.4401713
7368;2015;11;22;23;361.6;712.2;0.50772255
7369;2015;11;23;0;330.96;712.2;0.464700927
7370;2015;11;23;1;84.93;712.2;0.119250211
7371;2015;11;23;2;62.17;712.2;0.087292895
7372;2015;11;23;3;78.23;712.2;0.109842741
7373;2015;11;23;4;60.22;712.2;0.0845549
7374;2015;11;23;5;51.62;712.2;0.072479641
7375;2015;11;23;6;74.95;712.2;0.105237293
7376;2015;11;23;7;19.2;712.2;0.026958719
7377;2015;11;23;8;5.63;712.2;0.007905083
7378;2015;11;23;9;2.44;712.2;0.003426004
7379;2015;11;23;10;2.34;712.2;0.003285594
7380;2015;11;23;11;8.88;712.2;0.012468408
7381;2015;11;23;12;36.48;712.2;0.051221567
7382;2015;11;23;13;99.94;712.2;0.140325751
7383;2015;11;23;14;129.91;712.2;0.182406627
7384;2015;11;23;15;137.04;712.2;0.19241786
7385;2015;11;23;16;199.32;712.2;0.279865206
7386;2015;11;23;17;305.78;712.2;0.429345689
7387;2015;11;23;18;375.25;712.2;0.526888514
7388;2015;11;23;19;338.69;712.2;0.475554619
7389;2015;11;23;20;451.75;712.2;0.634302162
7390;2015;11;23;21;537.69;712.2;0.754970514
7391;2015;11;23;22;626.06;712.2;0.879050828
7392;2015;11;23;23;647.55;712.2;0.909224937
7393;2015;11;24;0;647.29;712.2;0.908859871
7394;2015;11;24;1;645.8;712.2;0.906767762
7395;2015;11;24;2;650.32;712.2;0.913114294
7396;2015;11;24;3;650.32;712.2;0.913114294
7397;2015;11;24;4;652.95;712.2;0.916807077
7398;2015;11;24;5;654.99;712.2;0.919671441
7399;2015;11;24;6;653.48;712.2;0.91755125
7400;2015;11;24;7;653.89;712.2;0.918126931
7401;2015;11;24;8;651.63;712.2;0.914953665
7402;2015;11;24;9;653.53;712.2;0.917621455
7403;2015;11;24;10;653.37;712.2;0.917396799
7404;2015;11;24;11;648.27;712.2;0.910235889
7405;2015;11;24;12;647.46;712.2;0.909098568
7406;2015;11;24;13;639.94;712.2;0.898539736
7407;2015;11;24;14;408.48;712.2;0.573546757
7408;2015;11;24;15;319.81;712.2;0.449045212
7409;2015;11;24;16;374.7;712.2;0.526116259
7410;2015;11;24;17;301.3;712.2;0.423055322
7411;2015;11;24;18;467.56;712.2;0.656500983
7412;2015;11;24;19;468.75;712.2;0.658171862
7413;2015;11;24;20;508.42;712.2;0.713872508
7414;2015;11;24;21;626.11;712.2;0.879121033
7415;2015;11;24;22;621.01;712.2;0.871960124
7416;2015;11;24;23;590.31;712.2;0.828854254
7417;2015;11;25;0;556.75;712.2;0.781732659
7418;2015;11;25;1;533.35;712.2;0.74887672
7419;2015;11;25;2;539.82;712.2;0.757961247
7420;2015;11;25;3;456.42;712.2;0.640859309
7421;2015;11;25;4;450.91;712.2;0.633122718
7422;2015;11;25;5;499.94;712.2;0.70196574
7423;2015;11;25;6;570.23;712.2;0.800659927
7424;2015;11;25;7;588.78;712.2;0.826705981
7425;2015;11;25;8;542.53;712.2;0.761766358
7426;2015;11;25;9;517.61;712.2;0.726776186
7427;2015;11;25;10;502.72;712.2;0.705869138
7428;2015;11;25;11;489.19;712.2;0.686871665
7429;2015;11;25;12;526.99;712.2;0.739946644
7430;2015;11;25;13;577.11;712.2;0.810320135
7431;2015;11;25;14;509.07;712.2;0.714785173
7432;2015;11;25;15;596.75;712.2;0.837896658
7433;2015;11;25;16;621.4;712.2;0.872507723
7434;2015;11;25;17;579.52;712.2;0.813704016
7435;2015;11;25;18;642.93;712.2;0.902737995
7436;2015;11;25;19;606.95;712.2;0.852218478
7437;2015;11;25;20;572.35;712.2;0.803636619
7438;2015;11;25;21;579.33;712.2;0.813437237
7439;2015;11;25;22;585.65;712.2;0.822311149
7440;2015;11;25;23;535.15;712.2;0.7514041
7441;2015;11;26;0;530.07;712.2;0.744271272
7442;2015;11;26;1;439.88;712.2;0.617635496
7443;2015;11;26;2;313.38;712.2;0.440016849
7444;2015;11;26;3;528.3;712.2;0.741786015
7445;2015;11;26;4;440.6;712.2;0.618646448
7446;2015;11;26;5;355.58;712.2;0.499269868
7447;2015;11;26;6;257.56;712.2;0.361639989
7448;2015;11;26;7;235.42;712.2;0.330553215
7449;2015;11;26;8;217.27;712.2;0.305068801
7450;2015;11;26;9;139.35;712.2;0.195661331
7451;2015;11;26;10;121.8;712.2;0.171019377
7452;2015;11;26;11;78.38;712.2;0.110053356
7453;2015;11;26;12;37.1;712.2;0.052092109
7454;2015;11;26;13;9.94;712.2;0.013956754
7455;2015;11;26;14;6.43;712.2;0.009028363
7456;2015;11;26;15;6.43;712.2;0.009028363
7457;2015;11;26;16;6.43;712.2;0.009028363
7458;2015;11;26;17;6.43;712.2;0.009028363
7459;2015;11;26;18;6.43;712.2;0.009028363
7460;2015;11;26;19;7.13;712.2;0.010011233
7461;2015;11;26;20;23.61;712.2;0.0331508
7462;2015;11;26;21;35.08;712.2;0.049255827
7463;2015;11;26;22;39.41;712.2;0.05533558
7464;2015;11;26;23;81.26;712.2;0.114097164
7465;2015;11;27;0;165.22;712.2;0.231985397
7466;2015;11;27;1;209.14;712.2;0.293653468
7467;2015;11;27;2;239.08;712.2;0.335692221
7468;2015;11;27;3;291.75;712.2;0.409646167
7469;2015;11;27;4;263.76;712.2;0.370345409
7470;2015;11;27;5;277.52;712.2;0.389665824
7471;2015;11;27;6;251.26;712.2;0.352794159
7472;2015;11;27;7;234.18;712.2;0.328812131
7473;2015;11;27;8;298.6;712.2;0.419264252
7474;2015;11;27;9;346.35;712.2;0.486310025
7475;2015;11;27;10;411.8;712.2;0.578208368
7476;2015;11;27;11;458.03;712.2;0.64311991
7477;2015;11;27;12;531.46;712.2;0.746222971
7478;2015;11;27;13;587.25;712.2;0.824557709
7479;2015;11;27;14;639.13;712.2;0.897402415
7480;2015;11;27;15;652.81;712.2;0.916610503
7481;2015;11;27;16;650.56;712.2;0.913451278
7482;2015;11;27;17;655.8;712.2;0.920808762
7483;2015;11;27;18;658.28;712.2;0.92429093
7484;2015;11;27;19;660.59;712.2;0.9275344
7485;2015;11;27;20;656.46;712.2;0.921735468
7486;2015;11;27;21;659.02;712.2;0.925329963
7487;2015;11;27;22;662.69;712.2;0.93048301
7488;2015;11;27;23;645.31;712.2;0.906079753
7489;2015;11;28;0;606.91;712.2;0.852162314
7490;2015;11;28;1;645.62;712.2;0.906515024
7491;2015;11;28;2;662.19;712.2;0.92978096
7492;2015;11;28;3;664.26;712.2;0.932687447
7493;2015;11;28;4;664.03;712.2;0.932364504
7494;2015;11;28;5;658.26;712.2;0.924262848
7495;2015;11;28;6;656;712.2;0.921089582
7496;2015;11;28;7;656.46;712.2;0.921735468
7497;2015;11;28;8;648.63;712.2;0.910741365
7498;2015;11;28;9;609;712.2;0.855096883
7499;2015;11;28;10;579.24;712.2;0.813310868
7500;2015;11;28;11;530.46;712.2;0.744818871
7501;2015;11;28;12;442.96;712.2;0.621960124
7502;2015;11;28;13;579.09;712.2;0.813100253
7503;2015;11;28;14;626.62;712.2;0.879837124
7504;2015;11;28;15;653.54;712.2;0.917635496
7505;2015;11;28;16;653.8;712.2;0.918000562
7506;2015;11;28;17;662.87;712.2;0.930735748
7507;2015;11;28;18;663.86;712.2;0.932125807
7508;2015;11;28;19;645.57;712.2;0.906444819
7509;2015;11;28;20;650.82;712.2;0.913816344
7510;2015;11;28;21;585.28;712.2;0.821791632
7511;2015;11;28;22;658.57;712.2;0.924698119
7512;2015;11;28;23;665.99;712.2;0.93511654
7513;2015;11;29;0;662.63;712.2;0.930398764
7514;2015;11;29;1;661.42;712.2;0.928699803
7515;2015;11;29;2;661.37;712.2;0.928629598
7516;2015;11;29;3;661.83;712.2;0.929275484
7517;2015;11;29;4;661.42;712.2;0.928699803
7518;2015;11;29;5;661.02;712.2;0.928138163
7519;2015;11;29;6;661.47;712.2;0.928770008
7520;2015;11;29;7;660.84;712.2;0.927885425
7521;2015;11;29;8;661.72;712.2;0.929121033
7522;2015;11;29;9;661.72;712.2;0.929121033
7523;2015;11;29;10;659.62;712.2;0.926172423
7524;2015;11;29;11;661.13;712.2;0.928292614
7525;2015;11;29;12;660.91;712.2;0.927983712
7526;2015;11;29;13;658.23;712.2;0.924220725
7527;2015;11;29;14;504.25;712.2;0.708017411
7528;2015;11;29;15;473.03;712.2;0.66418141
7529;2015;11;29;16;626.68;712.2;0.87992137
7530;2015;11;29;17;573.46;712.2;0.80519517
7531;2015;11;29;18;577.56;712.2;0.81095198
7532;2015;11;29;19;591.15;712.2;0.830033698
7533;2015;11;29;20;629.17;712.2;0.883417579
7534;2015;11;29;21;651.59;712.2;0.914897501
7535;2015;11;29;22;655.01;712.2;0.919699523
7536;2015;11;29;23;659.09;712.2;0.92542825
7537;2015;11;30;0;659.38;712.2;0.925835439
7538;2015;11;30;1;661.21;712.2;0.928404942
7539;2015;11;30;2;661.72;712.2;0.929121033
7540;2015;11;30;3;661.72;712.2;0.929121033
7541;2015;11;30;4;661.45;712.2;0.928741926
7542;2015;11;30;5;657.66;712.2;0.923420388
7543;2015;11;30;6;551.12;712.2;0.773827577
7544;2015;11;30;7;296.52;712.2;0.416343724
7545;2015;11;30;8;132.84;712.2;0.18652064
7546;2015;11;30;9;145.65;712.2;0.204507161
7547;2015;11;30;10;563.17;712.2;0.790746981
7548;2015;11;30;11;650.89;712.2;0.913914631
7549;2015;11;30;12;654.13;712.2;0.918463915
7550;2015;11;30;13;654.33;712.2;0.918744735
7551;2015;11;30;14;607.69;712.2;0.853257512
7552;2015;11;30;15;510.61;712.2;0.716947487
7553;2015;11;30;16;329.68;712.2;0.462903679
7554;2015;11;30;17;326.99;712.2;0.45912665
7555;2015;11;30;18;379.25;712.2;0.532504914
7556;2015;11;30;19;535.27;712.2;0.751572592
7557;2015;11;30;20;603.01;712.2;0.846686324
7558;2015;11;30;21;653.95;712.2;0.918211177
7559;2015;11;30;22;657.4;712.2;0.923055322
7560;2015;11;30;23;583.93;712.2;0.819896097
7561;2015;12;1;0;221.95;712.2;0.311639989
7562;2015;12;1;1;87.54;712.2;0.122914912
7563;2015;12;1;2;18.49;712.2;0.025961808
7564;2015;12;1;3;5.83;712.2;0.008185903
7565;2015;12;1;4;5.96;712.2;0.008368436
7566;2015;12;1;5;0.58;712.2;0.000814378
7567;2015;12;1;6;0.58;712.2;0.000814378
7568;2015;12;1;7;0.58;712.2;0.000814378
7569;2015;12;1;8;3.64;712.2;0.005110924
7570;2015;12;1;9;19.96;712.2;0.028025835
7571;2015;12;1;10;42.68;712.2;0.059926987
7572;2015;12;1;11;305.6;712.2;0.429092951
7573;2015;12;1;12;552.08;712.2;0.775175512
7574;2015;12;1;13;526.79;712.2;0.739665824
7575;2015;12;1;14;560.44;712.2;0.786913788
7576;2015;12;1;15;586.38;712.2;0.823336142
7577;2015;12;1;16;571.3;712.2;0.802162314
7578;2015;12;1;17;635.44;712.2;0.892221286
7579;2015;12;1;18;635.18;712.2;0.89185622
7580;2015;12;1;19;635.33;712.2;0.892066835
7581;2015;12;1;20;640.42;712.2;0.899213704
7582;2015;12;1;21;648.46;712.2;0.910502668
7583;2015;12;1;22;618.56;712.2;0.868520079
7584;2015;12;1;23;587.91;712.2;0.825484414
7585;2015;12;2;0;584.13;712.2;0.820176917
7586;2015;12;2;1;546.39;712.2;0.767186184
7587;2015;12;2;2;348.9;712.2;0.48989048
7588;2015;12;2;3;399.77;712.2;0.561317046
7589;2015;12;2;4;424.01;712.2;0.595352429
7590;2015;12;2;5;507.43;712.2;0.712482449
7591;2015;12;2;6;541.53;712.2;0.760362258
7592;2015;12;2;7;579.46;712.2;0.81361977
7593;2015;12;2;8;574.04;712.2;0.806009548
7594;2015;12;2;9;597.13;712.2;0.838430216
7595;2015;12;2;10;623.01;712.2;0.874768324
7596;2015;12;2;11;610.74;712.2;0.857540017
7597;2015;12;2;12;585.63;712.2;0.822283067
7598;2015;12;2;13;584.81;712.2;0.821131705
7599;2015;12;2;14;576.59;712.2;0.809590003
7600;2015;12;2;15;590.99;712.2;0.829809042
7601;2015;12;2;16;589.3;712.2;0.827436113
7602;2015;12;2;17;506.92;712.2;0.711766358
7603;2015;12;2;18;506.44;712.2;0.71109239
7604;2015;12;2;19;514.89;712.2;0.722957035
7605;2015;12;2;20;496.16;712.2;0.696658242
7606;2015;12;2;21;520.67;712.2;0.731072732
7607;2015;12;2;22;528.74;712.2;0.742403819
7608;2015;12;2;23;472.82;712.2;0.663886549
7609;2015;12;3;0;412.68;712.2;0.579443976
7610;2015;12;3;1;362.86;712.2;0.509491716
7611;2015;12;3;2;383.7;712.2;0.538753159
7612;2015;12;3;3;374.47;712.2;0.525793316
7613;2015;12;3;4;357.24;712.2;0.501600674
7614;2015;12;3;5;383.34;712.2;0.538247683
7615;2015;12;3;6;404.87;712.2;0.568477956
7616;2015;12;3;7;393.11;712.2;0.55196574
7617;2015;12;3;8;402.87;712.2;0.565669756
7618;2015;12;3;9;398.2833333;712.2;0.559229617
7619;2015;12;3;10;397.2833333;712.2;0.557825517
7620;2015;12;3;11;196.87;712.2;0.276425161
7621;2015;12;3;12;418.34;712.2;0.587391182
7622;2015;12;3;13;486.3;712.2;0.682813816
7623;2015;12;3;14;567.82;712.2;0.797276046
7624;2015;12;3;15;571.78;712.2;0.802836282
7625;2015;12;3;16;566.34;712.2;0.795197978
7626;2015;12;3;17;610.62;712.2;0.857371525
7627;2015;12;3;18;635.32;712.2;0.892052794
7628;2015;12;3;19;638.76;712.2;0.896882898
7629;2015;12;3;20;638.83;712.2;0.896981185
7630;2015;12;3;21;640.9;712.2;0.899887672
7631;2015;12;3;22;639.02;712.2;0.897247964
7632;2015;12;3;23;633.88;712.2;0.89003089
7633;2015;12;4;0;634.67;712.2;0.891140129
7634;2015;12;4;1;637.31;712.2;0.894846953
7635;2015;12;4;2;639.5;712.2;0.897921932
7636;2015;12;4;3;639.5;712.2;0.897921932
7637;2015;12;4;4;627.57;712.2;0.881171019
7638;2015;12;4;5;622.52;712.2;0.874080315
7639;2015;12;4;6;581.86;712.2;0.81698961
7640;2015;12;4;7;590.76;712.2;0.829486099
7641;2015;12;4;8;593.96;712.2;0.833979219
7642;2015;12;4;9;563.7;712.2;0.791491154
7643;2015;12;4;10;569.06;712.2;0.79901713
7644;2015;12;4;11;504.93;712.2;0.708972199
7645;2015;12;4;12;532.72;712.2;0.747992137
7646;2015;12;4;13;570.24;712.2;0.800673968
7647;2015;12;4;14;573.8;712.2;0.805672564
7648;2015;12;4;15;572.6;712.2;0.803987644
7649;2015;12;4;16;588.47;712.2;0.82627071
7650;2015;12;4;17;617.81;712.2;0.867467004
7651;2015;12;4;18;633.24;712.2;0.889132266
7652;2015;12;4;19;625.02;712.2;0.877590564
7653;2015;12;4;20;620.83;712.2;0.871707386
7654;2015;12;4;21;624.98;712.2;0.8775344
7655;2015;12;4;22;630.83;712.2;0.885748385
7656;2015;12;4;23;636.58;712.2;0.89382196
7657;2015;12;5;0;636.73;712.2;0.894032575
7658;2015;12;5;1;638.19;712.2;0.896082561
7659;2015;12;5;2;637.89;712.2;0.895661331
7660;2015;12;5;3;638.33;712.2;0.896279135
7661;2015;12;5;4;638.33;712.2;0.896279135
7662;2015;12;5;5;638.33;712.2;0.896279135
7663;2015;12;5;6;638.33;712.2;0.896279135
7664;2015;12;5;7;638.33;712.2;0.896279135
7665;2015;12;5;8;638.33;712.2;0.896279135
7666;2015;12;5;9;638.33;712.2;0.896279135
7667;2015;12;5;10;478.75;712.2;0.672212862
7668;2015;12;5;11;637.48;712.2;0.89508565
7669;2015;12;5;12;635.33;712.2;0.892066835
7670;2015;12;5;13;633.15;712.2;0.889005897
7671;2015;12;5;14;632.46;712.2;0.888037068
7672;2015;12;5;15;632.36;712.2;0.887896658
7673;2015;12;5;16;636.09;712.2;0.893133951
7674;2015;12;5;17;636.29;712.2;0.893414771
7675;2015;12;5;18;636.29;712.2;0.893414771
7676;2015;12;5;19;636.29;712.2;0.893414771
7677;2015;12;5;20;636.29;712.2;0.893414771
7678;2015;12;5;21;635.27;712.2;0.891982589
7679;2015;12;5;22;636.14;712.2;0.893204156
7680;2015;12;5;23;636.29;712.2;0.893414771
7681;2015;12;6;0;634.68;712.2;0.89115417
7682;2015;12;6;1;631.61;712.2;0.886843583
7683;2015;12;6;2;631.61;712.2;0.886843583
7684;2015;12;6;3;631.61;712.2;0.886843583
7685;2015;12;6;4;631.61;712.2;0.886843583
7686;2015;12;6;5;631.61;712.2;0.886843583
7687;2015;12;6;6;631.61;712.2;0.886843583
7688;2015;12;6;7;631.61;712.2;0.886843583
7689;2015;12;6;8;631.53;712.2;0.886731255
7690;2015;12;6;9;630.46;712.2;0.885228868
7691;2015;12;6;10;632.27;712.2;0.887770289
7692;2015;12;6;11;632.49;712.2;0.888079191
7693;2015;12;6;12;632.49;712.2;0.888079191
7694;2015;12;6;13;632.49;712.2;0.888079191
7695;2015;12;6;14;632.42;712.2;0.887980904
7696;2015;12;6;15;632.49;712.2;0.888079191
7697;2015;12;6;16;632.19;712.2;0.887657961
7698;2015;12;6;17;630.63;712.2;0.885467565
7699;2015;12;6;18;620.38;712.2;0.871075541
7700;2015;12;6;19;576.19;712.2;0.809028363
7701;2015;12;6;20;511.01;712.2;0.717509127
7702;2015;12;6;21;474.09;712.2;0.665669756
7703;2015;12;6;22;486.96;712.2;0.683740522
7704;2015;12;6;23;324.96;712.2;0.456276327
7705;2015;12;7;0;293.73;712.2;0.412426285
7706;2015;12;7;1;340.98;712.2;0.478770008
7707;2015;12;7;2;384.78;712.2;0.540269587
7708;2015;12;7;3;312.89;712.2;0.43932884
7709;2015;12;7;4;305.19;712.2;0.42851727
7710;2015;12;7;5;343.21;712.2;0.481901151
7711;2015;12;7;6;263.9;712.2;0.370541983
7712;2015;12;7;7;288.09;712.2;0.404507161
7713;2015;12;7;8;226.93;712.2;0.318632407
7714;2015;12;7;9;190.67;712.2;0.267719742
7715;2015;12;7;10;161.05;712.2;0.2261303
7716;2015;12;7;11;201.24;712.2;0.282561078
7717;2015;12;7;12;207.64;712.2;0.291547318
7718;2015;12;7;13;147.77;712.2;0.207483853
7719;2015;12;7;14;134.78;712.2;0.189244594
7720;2015;12;7;15;231.28;712.2;0.324740242
7721;2015;12;7;16;219.52;712.2;0.308228026
7722;2015;12;7;17;217.69;712.2;0.305658523
7723;2015;12;7;18;226.98;712.2;0.318702612
7724;2015;12;7;19;327.12;712.2;0.459309183
7725;2015;12;7;20;323.08;712.2;0.453636619
7726;2015;12;7;21;354.73;712.2;0.498076383
7727;2015;12;7;22;451.74;712.2;0.634288121
7728;2015;12;7;23;536.75;712.2;0.75365066
7729;2015;12;8;0;568.3;712.2;0.797950014
7730;2015;12;8;1;577.6;712.2;0.811008144
7731;2015;12;8;2;577.95;712.2;0.811499579
7732;2015;12;8;3;595.38;712.2;0.835973041
7733;2015;12;8;4;628.56;712.2;0.882561078
7734;2015;12;8;5;629.56;712.2;0.883965178
7735;2015;12;8;6;606.53;712.2;0.851628756
7736;2015;12;8;7;629.04;712.2;0.883235046
7737;2015;12;8;8;630.33;712.2;0.885046335
7738;2015;12;8;9;627.61;712.2;0.881227183
7739;2015;12;8;10;627.22;712.2;0.880679584
7740;2015;12;8;11;600.72;712.2;0.843470935
7741;2015;12;8;12;569.15;712.2;0.799143499
7742;2015;12;8;13;555.83;712.2;0.780440887
7743;2015;12;8;14;567.96;712.2;0.79747262
7744;2015;12;8;15;601.92;712.2;0.845155855
7745;2015;12;8;16;555.17;712.2;0.779514181
7746;2015;12;8;17;451.15;712.2;0.633459702
7747;2015;12;8;18;475.73;712.2;0.66797248
7748;2015;12;8;19;539.64;712.2;0.757708509
7749;2015;12;8;20;636.78;712.2;0.89410278
7750;2015;12;8;21;641.35;712.2;0.900519517
7751;2015;12;8;22;633.71;712.2;0.889792193
7752;2015;12;8;23;629.2;712.2;0.883459702
7753;2015;12;9;0;638.84;712.2;0.896995226
7754;2015;12;9;1;637.5;712.2;0.895113732
7755;2015;12;9;2;619.02;712.2;0.869165965
7756;2015;12;9;3;593.7;712.2;0.833614153
7757;2015;12;9;4;553.88;712.2;0.777702892
7758;2015;12;9;5;472.23;712.2;0.66305813
7759;2015;12;9;6;299.53;712.2;0.420570065
7760;2015;12;9;7;204.62;712.2;0.287306936
7761;2015;12;9;8;128.81;712.2;0.180862117
7762;2015;12;9;9;158.22;712.2;0.222156698
7763;2015;12;9;10;165.36;712.2;0.232181971
7764;2015;12;9;11;236.54;712.2;0.332125807
7765;2015;12;9;12;315.07;712.2;0.442389778
7766;2015;12;9;13;353.21;712.2;0.495942151
7767;2015;12;9;14;331.9;712.2;0.466020781
7768;2015;12;9;15;401.25;712.2;0.563395114
7769;2015;12;9;16;485.26;712.2;0.681353552
7770;2015;12;9;17;601.67;712.2;0.84480483
7771;2015;12;9;18;632.04;712.2;0.887447346
7772;2015;12;9;19;626.81;712.2;0.880103903
7773;2015;12;9;20;626.73;712.2;0.879991575
7774;2015;12;9;21;645.76;712.2;0.906711598
7775;2015;12;9;22;649.63;712.2;0.912145465
7776;2015;12;9;23;648.51;712.2;0.910572873
7777;2015;12;10;0;645.58;712.2;0.90645886
7778;2015;12;10;1;647.74;712.2;0.909491716
7779;2015;12;10;2;649.17;712.2;0.911499579
7780;2015;12;10;3;649.15;712.2;0.911471497
7781;2015;12;10;4;650.32;712.2;0.913114294
7782;2015;12;10;5;650.22;712.2;0.912973884
7783;2015;12;10;6;650.04;712.2;0.912721146
7784;2015;12;10;7;649.36;712.2;0.911766358
7785;2015;12;10;8;649.44;712.2;0.911878686
7786;2015;12;10;9;649.44;712.2;0.911878686
7787;2015;12;10;10;649.37;712.2;0.911780399
7788;2015;12;10;11;647.75;712.2;0.909505757
7789;2015;12;10;12;647.83;712.2;0.909618085
7790;2015;12;10;13;649.37;712.2;0.911780399
7791;2015;12;10;14;649.2;712.2;0.911541702
7792;2015;12;10;15;641.53;712.2;0.900772255
7793;2015;12;10;16;638.62;712.2;0.896686324
7794;2015;12;10;17;640.89;712.2;0.899873631
7795;2015;12;10;18;642.15;712.2;0.901642797
7796;2015;12;10;19;644.47;712.2;0.904900309
7797;2015;12;10;20;644.36;712.2;0.904745858
7798;2015;12;10;21;644.76;712.2;0.905307498
7799;2015;12;10;22;643.81;712.2;0.903973603
7800;2015;12;10;23;637.22;712.2;0.894720584
7801;2015;12;11;0;631.54;712.2;0.886745296
7802;2015;12;11;1;632.2;712.2;0.887672002
7803;2015;12;11;2;640.8;712.2;0.899747262
7804;2015;12;11;3;636.24;712.2;0.893344566
7805;2015;12;11;4;638.7;712.2;0.896798652
7806;2015;12;11;5;638.64;712.2;0.896714406
7807;2015;12;11;6;605.29;712.2;0.849887672
7808;2015;12;11;7;561.3;712.2;0.788121314
7809;2015;12;11;8;595.52;712.2;0.836169615
7810;2015;12;11;9;611.59;712.2;0.858733502
7811;2015;12;11;10;631.26;712.2;0.886352148
7812;2015;12;11;11;629.46;712.2;0.883824768
7813;2015;12;11;12;639.8;712.2;0.898343162
7814;2015;12;11;13;629.1;712.2;0.883319292
7815;2015;12;11;14;626.29;712.2;0.879373771
7816;2015;12;11;15;619.13;712.2;0.869320416
7817;2015;12;11;16;556.3;712.2;0.781100814
7818;2015;12;11;17;539.5;712.2;0.757511935
7819;2015;12;11;18;549.09;712.2;0.770977254
7820;2015;12;11;19;607.57;712.2;0.85308902
7821;2015;12;11;20;631.54;712.2;0.886745296
7822;2015;12;11;21;603.58;712.2;0.847486661
7823;2015;12;11;22;615.69;712.2;0.864490312
7824;2015;12;11;23;613.21;712.2;0.861008144
7825;2015;12;12;0;578.45;712.2;0.812201629
