Timestep;Y;M;D;H;real_time_measured_MW;monitored_capacity_MW;capacity_factor
1252;2015;3;13;3;198.36;712.2;0.27851727
1253;2015;3;13;4;112.64;712.2;0.158157821
1254;2015;3;13;5;102.86;712.2;0.144425723
1255;2015;3;13;6;72.03;712.2;0.101137321
1256;2015;3;13;7;69.4;712.2;0.097444538
1257;2015;3;13;8;58.8;712.2;0.082561078
1258;2015;3;13;9;60.05;712.2;0.084316203
1259;2015;3;13;10;50.77;712.2;0.071286156
1260;2015;3;13;11;52.27;712.2;0.073392306
1261;2015;3;13;12;101;712.2;0.141814097
1262;2015;3;13;13;123.07;712.2;0.172802584
1263;2015;3;13;14;142.45;712.2;0.200014041
1264;2015;3;13;15;278.85;712.2;0.391533277
1265;2015;3;13;16;364.29;712.2;0.511499579
1266;2015;3;13;17;320.62;712.2;0.450182533
1267;2015;3;13;18;292.83;712.2;0.411162595
1268;2015;3;13;19;253.56;712.2;0.356023589
1269;2015;3;13;20;221.65;712.2;0.311218759
1270;2015;3;13;21;230.49;712.2;0.323631003
1271;2015;3;13;22;198.22;712.2;0.278320696
1272;2015;3;13;23;306.16;712.2;0.429879247
1273;2015;3;14;0;361.68;712.2;0.507834878
1274;2015;3;14;1;374.01;712.2;0.52514743
1275;2015;3;14;2;345.59;712.2;0.485242909
1276;2015;3;14;3;384.46;712.2;0.539820275
1277;2015;3;14;4;330.19;712.2;0.46361977
1278;2015;3;14;5;295.25;712.2;0.414560517
1279;2015;3;14;6;259.84;712.2;0.364841337
1280;2015;3;14;7;308.45;712.2;0.433094636
1281;2015;3;14;8;352.18;712.2;0.494495928
1282;2015;3;14;9;272.25;712.2;0.382266217
1283;2015;3;14;10;240.26;712.2;0.337349059
1284;2015;3;14;11;261.23;712.2;0.366793036
1285;2015;3;14;12;293.29;712.2;0.411808481
1286;2015;3;14;13;356.02;712.2;0.499887672
1287;2015;3;14;14;316.71;712.2;0.444692502
1288;2015;3;14;15;331.79;712.2;0.46586633
1289;2015;3;14;16;359.9;712.2;0.50533558
1290;2015;3;14;17;400.84;712.2;0.562819433
1291;2015;3;14;18;448.13;712.2;0.62921932
1292;2015;3;14;19;414.8;712.2;0.582420668
1293;2015;3;14;20;382.52;712.2;0.537096321
1294;2015;3;14;21;338.79;712.2;0.475695029
1295;2015;3;14;22;385.15;712.2;0.540789104
1296;2015;3;14;23;316.18;712.2;0.443948329
1297;2015;3;15;0;383.24;712.2;0.538107273
1298;2015;3;15;1;417;712.2;0.585509688
1299;2015;3;15;2;417.24;712.2;0.585846672
1300;2015;3;15;3;459.24;712.2;0.644818871
1301;2015;3;15;4;388.17;712.2;0.545029486
1302;2015;3;15;5;384.24;712.2;0.539511373
1303;2015;3;15;6;351.73;712.2;0.493864083
1304;2015;3;15;7;294.65;712.2;0.413718057
1305;2015;3;15;8;280.23;712.2;0.393470935
1306;2015;3;15;9;236.13;712.2;0.331550126
1307;2015;3;15;10;257.86;712.2;0.362061219
1308;2015;3;15;11;232.21;712.2;0.326046054
1309;2015;3;15;12;237.83;712.2;0.333937096
1310;2015;3;15;13;178.51;712.2;0.250645886
1311;2015;3;15;14;190.67;712.2;0.267719742
1312;2015;3;15;15;236.54;712.2;0.332125807
1313;2015;3;15;16;275.56;712.2;0.386913788
1314;2015;3;15;17;410.53;712.2;0.576425161
1315;2015;3;15;18;385.64;712.2;0.541477113
1316;2015;3;15;19;337.97;712.2;0.474543668
1317;2015;3;15;20;309.29;712.2;0.43427408
1318;2015;3;15;21;263.53;712.2;0.370022466
1319;2015;3;15;22;193.97;712.2;0.272353272
1320;2015;3;15;23;207.94;712.2;0.291968548
1321;2015;3;16;0;252.77;712.2;0.35491435
1322;2015;3;16;1;235.58;712.2;0.330777871
1323;2015;3;16;2;205.63;712.2;0.288725077
1324;2015;3;16;3;167.11;712.2;0.234639146
1325;2015;3;16;4;144.93;712.2;0.203496209
1326;2015;3;16;5;123.35;712.2;0.173195732
1327;2015;3;16;6;108.33;712.2;0.15210615
1328;2015;3;16;7;81.21;712.2;0.114026959
1329;2015;3;16;8;54.16;712.2;0.076046054
1330;2015;3;16;9;38.54;712.2;0.054114013
1331;2015;3;16;10;26.51;712.2;0.03722269
1332;2015;3;16;11;25.75;712.2;0.036155574
1333;2015;3;16;12;9.31;712.2;0.013072171
1334;2015;3;16;13;9.24;712.2;0.012973884
1335;2015;3;16;14;18.98;712.2;0.026649817
1336;2015;3;16;15;50.21;712.2;0.07049986
1337;2015;3;16;16;44.79;712.2;0.062889638
1338;2015;3;16;17;48.8;712.2;0.068520079
1339;2015;3;16;18;26.68;712.2;0.037461387
1340;2015;3;16;19;21.52;712.2;0.030216231
1341;2015;3;16;20;19.84;712.2;0.027857343
1342;2015;3;16;21;11.5;712.2;0.01614715
1343;2015;3;16;22;8.19;712.2;0.011499579
1344;2015;3;16;23;9.53;712.2;0.013381073
1345;2015;3;17;0;12.56;712.2;0.017635496
1346;2015;3;17;1;5.6;712.2;0.00786296
1347;2015;3;17;2;2.34;712.2;0.003285594
1348;2015;3;17;3;2.34;712.2;0.003285594
1349;2015;3;17;4;7.28;712.2;0.010221848
1350;2015;3;17;5;9.19;712.2;0.012903679
1351;2015;3;17;6;34.38;712.2;0.048272957
1352;2015;3;17;7;34.58;712.2;0.048553777
1353;2015;3;17;8;71.17;712.2;0.099929795
1354;2015;3;17;9;108.1;712.2;0.151783207
1355;2015;3;17;10;92.59;712.2;0.130005616
1356;2015;3;17;11;59.06;712.2;0.082926144
1357;2015;3;17;12;40.06;712.2;0.056248245
1358;2015;3;17;13;10.5;712.2;0.01474305
1359;2015;3;17;14;10.56;712.2;0.014827296
1360;2015;3;17;15;20.18;712.2;0.028334737
1361;2015;3;17;16;39.27;712.2;0.055139006
1362;2015;3;17;17;49.5;712.2;0.069502949
1363;2015;3;17;18;81.15;712.2;0.113942713
1364;2015;3;17;19;116.07;712.2;0.162973884
1365;2015;3;17;20;115.91;712.2;0.162749228
1366;2015;3;17;21;112.74;712.2;0.158298231
1367;2015;3;17;22;131.5;712.2;0.184639146
1368;2015;3;17;23;140.95;712.2;0.197907891
1369;2015;3;18;0;121.88;712.2;0.171131705
1370;2015;3;18;1;141.22;712.2;0.198286998
1371;2015;3;18;2;155.28;712.2;0.218028644
1372;2015;3;18;3;153.46;712.2;0.215473182
1373;2015;3;18;4;161.89;712.2;0.227309744
1374;2015;3;18;5;152.22;712.2;0.213732098
1375;2015;3;18;6;210.5;712.2;0.295563044
1376;2015;3;18;7;269.3;712.2;0.378124122
1377;2015;3;18;8;270.62;712.2;0.379977534
1378;2015;3;18;9;310.44;712.2;0.435888795
1379;2015;3;18;10;330.44;712.2;0.463970795
1380;2015;3;18;11;274.05;712.2;0.384793597
1381;2015;3;18;12;281.16;712.2;0.394776748
1382;2015;3;18;13;309.07;712.2;0.433965178
1383;2015;3;18;14;327.15;712.2;0.459351306
1384;2015;3;18;15;356.04;712.2;0.499915754
1385;2015;3;18;16;422.65;712.2;0.593442853
1386;2015;3;18;17;435.08;712.2;0.610895816
1387;2015;3;18;18;423.69;712.2;0.594903117
1388;2015;3;18;19;465.28;712.2;0.653299635
1389;2015;3;18;20;478.09;712.2;0.671286156
1390;2015;3;18;21;386.28;712.2;0.542375737
1391;2015;3;18;22;362.64;712.2;0.509182814
1392;2015;3;18;23;328.67;712.2;0.461485538
1393;2015;3;19;0;254.65;712.2;0.357554058
1394;2015;3;19;1;250.02;712.2;0.351053075
1395;2015;3;19;2;266.73;712.2;0.374515586
1396;2015;3;19;3;281.24;712.2;0.394889076
1397;2015;3;19;4;314.05;712.2;0.440957596
1398;2015;3;19;5;339.98;712.2;0.477365908
1399;2015;3;19;6;347.18;712.2;0.487475428
1400;2015;3;19;7;363.91;712.2;0.510966021
1401;2015;3;19;8;323.79;712.2;0.45463353
1402;2015;3;19;9;258.73;712.2;0.363282786
1403;2015;3;19;10;251.39;712.2;0.352976692
1404;2015;3;19;11;184.76;712.2;0.259421511
1405;2015;3;19;12;187.99;712.2;0.263956754
1406;2015;3;19;13;221.3;712.2;0.310727324
1407;2015;3;19;14;203.92;712.2;0.286324066
1408;2015;3;19;15;213.18;712.2;0.299326032
1409;2015;3;19;16;209.61;712.2;0.294313395
1410;2015;3;19;17;214.54;712.2;0.301235608
1411;2015;3;19;18;197.44;712.2;0.277225498
1412;2015;3;19;19;180.59;712.2;0.253566414
1413;2015;3;19;20;198.73;712.2;0.279036787
1414;2015;3;19;21;241.1;712.2;0.338528503
1415;2015;3;19;22;281.44;712.2;0.395169896
1416;2015;3;19;23;282.18;712.2;0.39620893
1417;2015;3;20;0;236.01;712.2;0.331381634
1418;2015;3;20;1;188.87;712.2;0.265192362
1419;2015;3;20;2;220.03;712.2;0.308944117
1420;2015;3;20;3;274.15;712.2;0.384934007
1421;2015;3;20;4;273.25;712.2;0.383670317
1422;2015;3;20;5;209.68;712.2;0.294411682
1423;2015;3;20;6;148.86;712.2;0.209014322
1424;2015;3;20;7;124.39;712.2;0.174655996
1425;2015;3;20;8;104.5;712.2;0.146728447
1426;2015;3;20;9;79.94;712.2;0.112243752
1427;2015;3;20;10;89.74;712.2;0.126003931
1428;2015;3;20;11;69.74;712.2;0.097921932
1429;2015;3;20;12;39.56;712.2;0.055546195
1430;2015;3;20;13;36.73;712.2;0.051572592
1431;2015;3;20;14;18.92;712.2;0.026565571
1432;2015;3;20;15;7.68;712.2;0.010783488
1433;2015;3;20;16;6.87;712.2;0.009646167
1434;2015;3;20;17;4.33;712.2;0.006079753
1435;2015;3;20;18;4.33;712.2;0.006079753
1436;2015;3;20;19;4.33;712.2;0.006079753
1437;2015;3;20;20;4.33;712.2;0.006079753
1438;2015;3;20;21;4.9;712.2;0.00688009
1439;2015;3;20;22;11.71;712.2;0.016442011
1440;2015;3;20;23;29.69;712.2;0.041687728
1441;2015;3;21;0;107.75;712.2;0.151291772
1442;2015;3;21;1;181.95;712.2;0.25547599
1443;2015;3;21;2;130.01;712.2;0.182547037
1444;2015;3;21;3;149.11;712.2;0.209365347
1445;2015;3;21;4;208.06;712.2;0.29213704
1446;2015;3;21;5;272.28;712.2;0.38230834
1447;2015;3;21;6;313.26;712.2;0.439848357
1448;2015;3;21;7;394.26;712.2;0.553580455
1449;2015;3;21;8;442.05;712.2;0.620682393
1450;2015;3;21;9;506.43;712.2;0.711078349
1451;2015;3;21;10;607.78;712.2;0.853383881
1452;2015;3;21;11;600.64;712.2;0.843358607
1453;2015;3;21;12;576.26;712.2;0.80912665
1454;2015;3;21;13;626.59;712.2;0.879795001
1455;2015;3;21;14;635.29;712.2;0.892010671
1456;2015;3;21;15;632.01;712.2;0.887405223
1457;2015;3;21;16;615.99;712.2;0.864911542
1458;2015;3;21;17;630.85;712.2;0.885776467
1459;2015;3;21;18;623.93;712.2;0.876060095
1460;2015;3;21;19;634.06;712.2;0.890283628
1461;2015;3;21;20;645.79;712.2;0.906753721
1462;2015;3;21;21;654.52;712.2;0.919011514
1463;2015;3;21;22;623.01;712.2;0.874768324
1464;2015;3;21;23;599.95;712.2;0.842389778
1465;2015;3;22;0;561.86;712.2;0.78890761
1466;2015;3;22;1;485.14;712.2;0.68118506
1467;2015;3;22;2;416.78;712.2;0.585200786
1468;2015;3;22;3;326.26;712.2;0.458101657
1469;2015;3;22;4;248;712.2;0.348216793
1470;2015;3;22;5;369.58;712.2;0.518927268
1471;2015;3;22;6;387.13;712.2;0.543569222
1472;2015;3;22;7;340.37;712.2;0.477913507
1473;2015;3;22;8;278.79;712.2;0.391449031
1474;2015;3;22;9;178.3;712.2;0.250351025
1475;2015;3;22;10;103.23;712.2;0.14494524
1476;2015;3;22;11;121.33;712.2;0.17035945
1477;2015;3;22;12;105.54;712.2;0.148188711
1478;2015;3;22;13;86.68;712.2;0.121707386
1479;2015;3;22;14;60.83;712.2;0.085411401
1480;2015;3;22;15;32.04;712.2;0.044987363
1481;2015;3;22;16;29.3;712.2;0.041140129
1482;2015;3;22;17;25.28;712.2;0.035495647
1483;2015;3;22;18;29.66;712.2;0.041645605
1484;2015;3;22;19;27.54;712.2;0.038668913
1485;2015;3;22;20;10.57;712.2;0.014841337
1486;2015;3;22;21;6.94;712.2;0.009744454
1487;2015;3;22;22;6.94;712.2;0.009744454
1488;2015;3;22;23;6.94;712.2;0.009744454
1489;2015;3;23;0;6.94;712.2;0.009744454
1490;2015;3;23;1;12.88;712.2;0.018084808
1491;2015;3;23;2;23.59;712.2;0.033122718
1492;2015;3;23;3;25.49;712.2;0.035790508
1493;2015;3;23;4;32.47;712.2;0.045591126
1494;2015;3;23;5;49.87;712.2;0.070022466
1495;2015;3;23;6;61.23;712.2;0.085973041
1496;2015;3;23;7;86.69;712.2;0.121721427
1497;2015;3;23;8;83.98;712.2;0.117916316
1498;2015;3;23;9;46.28;712.2;0.064981747
1499;2015;3;23;10;22.38;712.2;0.031423757
1500;2015;3;23;11;11.11;712.2;0.015599551
1501;2015;3;23;12;27.07;712.2;0.038008986
1502;2015;3;23;13;56.89;712.2;0.079879247
1503;2015;3;23;14;96.21;712.2;0.135088458
1504;2015;3;23;15;105.23;712.2;0.14775344
1505;2015;3;23;16;140.41;712.2;0.197149677
1506;2015;3;23;17;143.46;712.2;0.201432182
1507;2015;3;23;18;134.6;712.2;0.188991856
1508;2015;3;23;19;142.84;712.2;0.20056164
1509;2015;3;23;20;205.17;712.2;0.288079191
1510;2015;3;23;21;152.45;712.2;0.214055041
1511;2015;3;23;22;121.1;712.2;0.170036507
1512;2015;3;23;23;77.93;712.2;0.109421511
1513;2015;3;24;0;44.57;712.2;0.062580736
1514;2015;3;24;1;31.21;712.2;0.04382196
1515;2015;3;24;2;27.8;712.2;0.039033979
1516;2015;3;24;3;30.54;712.2;0.042881213
1517;2015;3;24;4;21.4;712.2;0.030047739
1518;2015;3;24;5;36.33;712.2;0.051010952
1519;2015;3;24;6;13.69;712.2;0.019222129
1520;2015;3;24;7;17.74;712.2;0.024908734
1521;2015;3;24;8;37.97;712.2;0.053313676
1522;2015;3;24;9;37.14;712.2;0.052148273
1523;2015;3;24;10;23.01;712.2;0.03230834
1524;2015;3;24;11;16.69;712.2;0.023434429
1525;2015;3;24;12;8;712.2;0.0112328
1526;2015;3;24;13;2.16;712.2;0.003032856
1527;2015;3;24;14;1.72;712.2;0.002415052
1528;2015;3;24;15;22.48;712.2;0.031564167
1529;2015;3;24;16;110.66;712.2;0.155377703
1530;2015;3;24;17;190.45;712.2;0.26741084
1531;2015;3;24;18;213.4;712.2;0.299634934
1532;2015;3;24;19;174.73;712.2;0.245338388
1533;2015;3;24;20;177.96;712.2;0.249873631
1534;2015;3;24;21;157.43;712.2;0.221047459
1535;2015;3;24;22;154.69;712.2;0.217200225
1536;2015;3;24;23;122.51;712.2;0.172016288
1537;2015;3;25;0;178.14;712.2;0.250126369
1538;2015;3;25;1;209.13;712.2;0.293639427
1539;2015;3;25;2;253.54;712.2;0.355995507
1540;2015;3;25;3;304;712.2;0.426846391
1541;2015;3;25;4;310.69;712.2;0.43623982
1542;2015;3;25;5;334.39;712.2;0.46951699
1543;2015;3;25;6;378.8;712.2;0.531873069
1544;2015;3;25;7;379.29;712.2;0.532561078
1545;2015;3;25;8;341.36;712.2;0.479303566
1546;2015;3;25;9;306.17;712.2;0.429893288
1547;2015;3;25;10;287.1;712.2;0.403117102
1548;2015;3;25;11;221.31;712.2;0.310741365
1549;2015;3;25;12;280.51;712.2;0.393864083
1550;2015;3;25;13;327.4;712.2;0.459702331
1551;2015;3;25;14;326.14;712.2;0.457933165
1552;2015;3;25;15;357.93;712.2;0.502569503
1553;2015;3;25;16;257.22;712.2;0.361162595
1554;2015;3;25;17;228.25;712.2;0.320485819
1555;2015;3;25;18;159.96;712.2;0.224599832
1556;2015;3;25;19;66.65;712.2;0.093583263
1557;2015;3;25;20;29.82;712.2;0.041870261
1558;2015;3;25;21;8.29;712.2;0.011639989
1559;2015;3;25;22;0.59;712.2;0.000828419
1560;2015;3;25;23;0.59;712.2;0.000828419
1561;2015;3;26;0;5.38;712.2;0.007554058
1562;2015;3;26;1;29.73;712.2;0.041743892
1563;2015;3;26;2;35.01;712.2;0.04915754
1564;2015;3;26;3;109.78;712.2;0.154142095
1565;2015;3;26;4;145.58;712.2;0.204408874
1566;2015;3;26;5;186.75;712.2;0.26221567
1567;2015;3;26;6;297.4;712.2;0.417579332
1568;2015;3;26;7;471.6;712.2;0.662173547
1569;2015;3;26;8;598;712.2;0.839651783
1570;2015;3;26;9;622.04;712.2;0.873406347
1571;2015;3;26;10;641.09;712.2;0.900154451
1572;2015;3;26;11;642.34;712.2;0.901909576
1573;2015;3;26;12;643.67;712.2;0.903777029
1574;2015;3;26;13;639.99;712.2;0.898609941
1575;2015;3;26;14;616.1;712.2;0.865065993
1576;2015;3;26;15;509.76;712.2;0.715754002
1577;2015;3;26;16;319.57;712.2;0.448708228
1578;2015;3;26;17;459.14;712.2;0.644678461
1579;2015;3;26;18;554.89;712.2;0.779121033
1580;2015;3;26;19;575.82;712.2;0.808508846
1581;2015;3;26;20;632.89;712.2;0.888640831
1582;2015;3;26;21;641.86;712.2;0.901235608
1583;2015;3;26;22;638.62;712.2;0.896686324
1584;2015;3;26;23;642.8;712.2;0.902555462
1585;2015;3;27;0;643.36;712.2;0.903341758
1586;2015;3;27;1;643.87;712.2;0.904057849
1587;2015;3;27;2;645.62;712.2;0.906515024
1588;2015;3;27;3;622.59;712.2;0.874178602
1589;2015;3;27;4;602.51;712.2;0.845984274
1590;2015;3;27;5;592.42;712.2;0.831816905
1591;2015;3;27;6;491.81;712.2;0.690550407
1592;2015;3;27;7;478.25;712.2;0.671510812
1593;2015;3;27;8;428.27;712.2;0.601333895
1594;2015;3;27;9;291.64;712.2;0.409491716
1595;2015;3;27;10;212.45;712.2;0.298301039
1596;2015;3;27;11;153.61;712.2;0.215683797
1597;2015;3;27;12;96.28;712.2;0.135186745
1598;2015;3;27;13;106.17;712.2;0.149073294
1599;2015;3;27;14;123.1;712.2;0.172844707
1600;2015;3;27;15;86.97;712.2;0.122114575
1601;2015;3;27;16;56.79;712.2;0.079738837
1602;2015;3;27;17;79.8;712.2;0.112047178
1603;2015;3;27;18;114.05;712.2;0.160137602
1604;2015;3;27;19;109.39;712.2;0.153594496
1605;2015;3;27;20;133.2;712.2;0.187026116
1606;2015;3;27;21;104.38;712.2;0.146559955
1607;2015;3;27;22;69.97;712.2;0.098244875
1608;2015;3;27;23;95.99;712.2;0.134779556
1609;2015;3;28;0;80.39;712.2;0.112875597
1610;2015;3;28;1;91.32;712.2;0.128222409
1611;2015;3;28;2;110.01;712.2;0.154465038
1612;2015;3;28;3;92.78;712.2;0.130272395
1613;2015;3;28;4;147.82;712.2;0.207554058
1614;2015;3;28;5;256.59;712.2;0.360278012
1615;2015;3;28;6;326.78;712.2;0.458831789
1616;2015;3;28;7;307.36;712.2;0.431564167
1617;2015;3;28;8;390.91;712.2;0.54887672
1618;2015;3;28;9;555.87;712.2;0.780497051
1619;2015;3;28;10;605.16;712.2;0.849705139
1620;2015;3;28;11;626.65;712.2;0.879879247
1621;2015;3;28;12;642.3;712.2;0.901853412
1622;2015;3;28;13;641.32;712.2;0.900477394
1623;2015;3;28;14;642.72;712.2;0.902443134
1624;2015;3;28;15;646.38;712.2;0.90758214
1625;2015;3;28;16;647.36;712.2;0.908958158
1626;2015;3;28;17;645.85;712.2;0.906837967
1627;2015;3;28;18;646.44;712.2;0.907666386
1628;2015;3;28;19;648.19;712.2;0.910123561
1629;2015;3;28;20;647.1;712.2;0.908593092
1630;2015;3;28;21;645.85;712.2;0.906837967
1631;2015;3;28;22;646.8;712.2;0.908171862
1632;2015;3;28;23;648.19;712.2;0.910123561
1633;2015;3;29;0;648.19;712.2;0.910123561
1634;2015;3;29;1;486.14;712.2;0.68258916
1635;2015;3;29;3;647.75;712.2;0.909505757
1636;2015;3;29;4;645.16;712.2;0.905869138
1637;2015;3;29;5;646.19;712.2;0.907315361
1638;2015;3;29;6;648.19;712.2;0.910123561
1639;2015;3;29;7;648.19;712.2;0.910123561
1640;2015;3;29;8;649.51;712.2;0.911976973
1641;2015;3;29;9;651.26;712.2;0.914434148
1642;2015;3;29;10;639.06;712.2;0.897304128
1643;2015;3;29;11;632.46;712.2;0.888037068
1644;2015;3;29;12;647.32;712.2;0.908901994
1645;2015;3;29;13;645.83;712.2;0.906809885
1646;2015;3;29;14;345.4;712.2;0.48497613
1647;2015;3;29;15;286.34;712.2;0.402049986
1648;2015;3;29;16;289.77;712.2;0.406866049
1649;2015;3;29;17;325.69;712.2;0.45730132
1650;2015;3;29;18;604.37;712.2;0.8485959
1651;2015;3;29;19;643.19;712.2;0.903103061
1652;2015;3;29;20;638.52;712.2;0.896545914
1653;2015;3;29;21;505.08;712.2;0.709182814
1654;2015;3;29;22;582.02;712.2;0.817214266
1655;2015;3;29;23;641.02;712.2;0.900056164
1656;2015;3;30;0;630.5;712.2;0.885285032
1657;2015;3;30;1;627.07;712.2;0.880468969
1658;2015;3;30;2;641;712.2;0.900028082
1659;2015;3;30;3;640.69;712.2;0.899592811
1660;2015;3;30;4;643.26;712.2;0.903201348
1661;2015;3;30;5;643.26;712.2;0.903201348
1662;2015;3;30;6;642.46;712.2;0.902078068
1663;2015;3;30;7;641.43;712.2;0.900631845
1664;2015;3;30;8;640.91;712.2;0.899901713
1665;2015;3;30;9;636.1;712.2;0.893147992
1666;2015;3;30;10;637.35;712.2;0.894903117
1667;2015;3;30;11;635.8;712.2;0.892726762
1668;2015;3;30;12;631.59;712.2;0.886815501
1669;2015;3;30;13;634.7;712.2;0.891182252
1670;2015;3;30;14;567.12;712.2;0.796293176
1671;2015;3;30;15;356;712.2;0.49985959
1672;2015;3;30;16;248.96;712.2;0.349564729
1673;2015;3;30;17;140.45;712.2;0.197205841
1674;2015;3;30;18;163.06;712.2;0.228952541
1675;2015;3;30;19;533.89;712.2;0.749634934
1676;2015;3;30;20;606.52;712.2;0.851614715
1677;2015;3;30;21;633.16;712.2;0.889019938
1678;2015;3;30;22;640.82;712.2;0.899775344
1679;2015;3;30;23;641.9;712.2;0.901291772
1680;2015;3;31;0;573;712.2;0.804549284
1681;2015;3;31;1;344.62;712.2;0.483880932
1682;2015;3;31;2;287.87;712.2;0.404198259
1683;2015;3;31;3;285.11;712.2;0.400322943
1684;2015;3;31;4;272.08;712.2;0.38202752
1685;2015;3;31;5;332.49;712.2;0.4668492
1686;2015;3;31;6;481.58;712.2;0.676186464
1687;2015;3;31;7;520.59;712.2;0.730960404
1688;2015;3;31;8;587.7;712.2;0.825189553
1689;2015;3;31;9;612.94;712.2;0.860629037
1690;2015;3;31;10;639.54;712.2;0.897978096
1691;2015;3;31;11;636.37;712.2;0.893527099
1692;2015;3;31;12;644.57;712.2;0.905040719
1693;2015;3;31;13;644.57;712.2;0.905040719
1694;2015;3;31;14;644.57;712.2;0.905040719
1695;2015;3;31;15;640.91;712.2;0.899901713
1696;2015;3;31;16;635.32;712.2;0.892052794
1697;2015;3;31;17;633.41;712.2;0.889370963
1698;2015;3;31;18;152.58;712.2;0.214237574
1699;2015;3;31;19;635.08;712.2;0.89171581
1700;2015;3;31;20;615.08;712.2;0.863633811
1701;2015;3;31;21;631.13;712.2;0.886169615
1702;2015;3;31;22;631.86;712.2;0.887194608
1703;2015;3;31;23;627.61;712.2;0.881227183
1704;2015;4;1;0;633.4;712.2;0.889356922
1705;2015;4;1;1;631.28;712.2;0.88638023
1706;2015;4;1;2;631.28;712.2;0.88638023
1707;2015;4;1;3;631.14;712.2;0.886183656
1708;2015;4;1;4;625.86;712.2;0.878770008
1709;2015;4;1;5;628.58;712.2;0.88258916
1710;2015;4;1;6;630.69;712.2;0.885551811
1711;2015;4;1;7;630.69;712.2;0.885551811
1712;2015;4;1;8;629.81;712.2;0.884316203
1713;2015;4;1;9;630.19;712.2;0.884849761
1714;2015;4;1;10;626.64;712.2;0.879865206
1715;2015;4;1;11;156.53;712.2;0.219783769
1716;2015;4;1;12;631.59;712.2;0.886815501
1717;2015;4;1;13;634.7;712.2;0.891182252
1718;2015;4;1;14;567.12;712.2;0.796293176
1719;2015;4;1;15;356;712.2;0.49985959
1720;2015;4;1;16;248.96;712.2;0.349564729
1721;2015;4;1;17;140.45;712.2;0.197205841
1722;2015;4;1;18;163.06;712.2;0.228952541
1723;2015;4;1;19;533.89;712.2;0.749634934
1724;2015;4;1;20;606.52;712.2;0.851614715
1725;2015;4;1;21;633.16;712.2;0.889019938
1726;2015;4;1;22;640.82;712.2;0.899775344
1727;2015;4;1;23;641.9;712.2;0.901291772
1728;2015;4;2;0;573;712.2;0.804549284
1729;2015;4;2;1;344.62;712.2;0.483880932
1730;2015;4;2;2;287.87;712.2;0.404198259
1731;2015;4;2;3;285.11;712.2;0.400322943
1732;2015;4;2;4;272.08;712.2;0.38202752
1733;2015;4;2;5;332.49;712.2;0.4668492
1734;2015;4;2;6;481.58;712.2;0.676186464
1735;2015;4;2;7;520.59;712.2;0.730960404
1736;2015;4;2;8;587.7;712.2;0.825189553
1737;2015;4;2;9;612.94;712.2;0.860629037
1738;2015;4;2;10;639.54;712.2;0.897978096
1739;2015;4;2;11;636.37;712.2;0.893527099
1740;2015;4;2;12;211.86;712.2;0.29747262
1741;2015;4;2;13;415.72;712.2;0.58371244
1742;2015;4;2;14;237.53;712.2;0.333515866
1743;2015;4;2;15;144.13;712.2;0.202372929
1744;2015;4;2;16;114.61;712.2;0.160923898
1745;2015;4;2;17;47.37;712.2;0.066512216
1746;2015;4;2;18;11.64;712.2;0.016343724
1747;2015;4;2;19;5.18;712.2;0.007273238
1748;2015;4;2;20;2.93;712.2;0.004114013
1749;2015;4;2;21;2.93;712.2;0.004114013
1750;2015;4;2;22;2.93;712.2;0.004114013
1751;2015;4;2;23;2.93;712.2;0.004114013
1752;2015;4;3;0;3.79;712.2;0.005321539
1753;2015;4;3;1;26.66;712.2;0.037433305
1754;2015;4;3;2;55.79;712.2;0.078334737
1755;2015;4;3;3;47.92;712.2;0.067284471
1756;2015;4;3;4;73.46;712.2;0.103145184
1757;2015;4;3;5;103.37;712.2;0.145141814
1758;2015;4;3;6;139.56;712.2;0.195956192
1759;2015;4;3;7;152.52;712.2;0.214153328
1760;2015;4;3;8;147.71;712.2;0.207399607
1761;2015;4;3;9;142.61;712.2;0.200238697
1762;2015;4;3;10;105.77;712.2;0.148511654
1763;2015;4;3;11;133.55;712.2;0.187517551
1764;2015;4;3;12;160.99;712.2;0.226046054
1765;2015;4;3;13;238.68;712.2;0.335130581
1766;2015;4;3;14;227.22;712.2;0.319039596
1767;2015;4;3;15;169.35;712.2;0.23778433
1768;2015;4;3;16;128.03;712.2;0.179766919
1769;2015;4;3;17;59.39;712.2;0.083389497
1770;2015;4;3;18;18.7;712.2;0.026256669
1771;2015;4;3;19;63.9;712.2;0.089721988
1772;2015;4;3;20;97.09;712.2;0.136324066
1773;2015;4;3;21;96.15;712.2;0.135004212
1774;2015;4;3;22;44.22;712.2;0.062089301
1775;2015;4;3;23;28.52;712.2;0.040044931
1776;2015;4;4;0;35.22;712.2;0.049452401
1777;2015;4;4;1;10.52;712.2;0.014771132
1778;2015;4;4;2;4.33;712.2;0.006079753
1779;2015;4;4;3;3.51;712.2;0.004928391
1780;2015;4;4;4;3.51;712.2;0.004928391
1781;2015;4;4;5;5.79;712.2;0.008129739
1782;2015;4;4;6;26.45;712.2;0.037138444
1783;2015;4;4;7;95.03;712.2;0.13343162
1784;2015;4;4;8;182.94;712.2;0.256866049
1785;2015;4;4;9;199.06;712.2;0.27950014
1786;2015;4;4;10;192.69;712.2;0.270556024
1787;2015;4;4;11;262.67;712.2;0.36881494
1788;2015;4;4;12;239.82;712.2;0.336731255
